document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
07-3085,"This document establishes regulations to address data breaches regarding sensitive personal information that is processed or maintained by the Department of Veterans Affairs (VA). The regulations implement certain provisions of Title IX of the Veterans Benefits, Health Care, and Information Technology Act of 2006, which require promulgation of these regulations as an interim final rule.",Interim final rule.,"[{'raw_name': 'DEPARTMENT OF VETERANS AFFAIRS', 'name': 'Veterans Affairs Department', 'id': 520, 'url': 'https://www.federalregister.gov/agencies/veterans-affairs-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/520.json', 'parent_id': None, 'slug': 'veterans-affairs-department'}]",['Veterans Affairs Department'],,2007-06-22,True,,Data Breaches,"['Administrative practice and procedure', 'Security measures']",Rule,Data Mining
07-811,"The Agencies are publishing for comment three documents that set forth proposed supervisory guidance for implementing proposed revisions to the risk-based capital standards in the United States (New Advanced Capital Adequacy Framework or proposed framework). These proposed revisions, which would implement the ``International Convergence of Capital Measurement and Capital Standards: A Revised Framework,'' published in June 2004 by the Basel Committee on Banking Supervision (Basel II), in the United States, were published in the Federal Register on September 25, 2006 as a notice of proposed rulemaking (NPR or proposed rule). The proposed framework outlined in the NPR would require some and permit other qualifying banks to calculate their regulatory risk-based capital requirements using an internal ratings-based (IRB) approach for credit risk and the advanced measurement approaches (AMA) for operational risk (together, the advanced approaches); it also provides guidelines for the supervisory review process (Pillar 2). The proposed supervisory guidance documents provide additional detail for the advanced approaches and the supervisory review process that should help banks satisfy the qualification requirements in the NPR.",Proposed supervisory guidance with request for public comment.,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Office of the Comptroller of the Currency', 'name': 'Comptroller of the Currency', 'id': 80, 'url': 'https://www.federalregister.gov/agencies/comptroller-of-the-currency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/80.json', 'parent_id': 497, 'slug': 'comptroller-of-the-currency'}, {'raw_name': 'FEDERAL RESERVE SYSTEM', 'name': 'Federal Reserve System', 'id': 188, 'url': 'https://www.federalregister.gov/agencies/federal-reserve-system', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/188.json', 'parent_id': None, 'slug': 'federal-reserve-system'}, {'raw_name': 'FEDERAL DEPOSIT INSURANCE CORPORATION', 'name': 'Federal Deposit Insurance Corporation', 'id': 164, 'url': 'https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/164.json', 'parent_id': None, 'slug': 'federal-deposit-insurance-corporation'}, {'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Office of Thrift Supervision', 'name': 'Thrift Supervision Office', 'id': 489, 'url': 'https://www.federalregister.gov/agencies/thrift-supervision-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/489.json', 'parent_id': 497, 'slug': 'thrift-supervision-office'}]","['Treasury Department', 'Comptroller of the Currency', 'Federal Reserve System', 'Federal Deposit Insurance Corporation', 'Treasury Department', 'Thrift Supervision Office']",,2007-02-28,,,"Proposed Supervisory Guidance for Internal Ratings-Based Systems for Credit Risk, Advanced Measurement Approaches for Operational Risk, and the Supervisory Review Process (Pillar 2) Related to Basel II Implementation",[],Notice,Data Mining
E7-2254,"We are proposing rule amendments to extend the current interactive data voluntary reporting program to enable mutual funds voluntarily to submit supplemental tagged information contained in the risk/return summary section of their prospectuses. A mutual fund choosing to tag its risk/return summary information also would continue to file this information in HTML or ASCII format, as currently required. This extension of the voluntary program is intended to help us evaluate the usefulness to investors, third-party analysts, registrants, the Commission, and the marketplace of data tagging and, in particular, of tagging mutual fund information.",Proposed rule.,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2007-02-12,False,,Extension of Interactive Data Voluntary Reporting Program on the EDGAR System To Include Mutual Fund Risk/Return Summary Information,"['Investment companies', 'Reporting and recordkeeping requirements', 'Securities']",Proposed Rule,Data Mining
06-6497,"This document contains final and temporary regulations that provide guidance regarding the treatment of controlled services transactions under section 482 and the allocation of income from intangibles, in particular with respect to contributions by a controlled party to the value of an intangible owned by another controlled party. This document also contains final and temporary regulations that modify the regulations under section 861 concerning stewardship expenses to be consistent with the changes made to the regulations under section 482. These final and temporary regulations potentially affect controlled taxpayers within the meaning of section 482. They provide updated guidance necessary to reflect economic and legal developments since the issuance of the current guidance.",Final and temporary regulations.,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Internal Revenue Service', 'name': 'Internal Revenue Service', 'id': 254, 'url': 'https://www.federalregister.gov/agencies/internal-revenue-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/254.json', 'parent_id': 497, 'slug': 'internal-revenue-service'}]","['Treasury Department', 'Internal Revenue Service']",,2006-08-04,False,,Treatment of Services Under Section 482; Allocation of Income and Deductions From Intangibles; Stewardship Expense,"['Employment taxes', 'Income taxes', 'Penalties', 'Railroad retirement', 'Reporting and recordkeeping requirements']",Rule,Data Mining
05-24223,"The Food and Drug Administration (FDA) proposed, among other things, to classify Anthrax Vaccine Adsorbed (AVA) on the basis of findings and recommendations of the Panel on Review of Bacterial Vaccines and Toxoids (the Panel) on December 13, 1985. The Panel reviewed the safety, efficacy, and labeling of bacterial vaccines and toxoids with standards of potency, bacterial antitoxins, and immune globulins. After the initial final rule and final order was vacated by the United States District Court for the District of Columbia on October 27, 2004, FDA published a new proposed rule and proposed order on December 29, 2004. The purpose of this final order is to categorize AVA according to the evidence of its safety and effectiveness, thereby determining if it may remain licensed and on the market; issue a final response to recommendations made in the Panel's report, and; respond to comments on the previously published proposed order. The final rule and final order concerning bacterial vaccines and toxoids other than AVA is published elsewhere in this issue of the Federal Register.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",2005-12-19,2005-12-19,,,Biological Products; Bacterial Vaccines and Toxoids; Implementation of Efficacy Review; Anthrax Vaccine Adsorbed; Final Order,[],Notice,Data Mining
05-19910,"This interim final rule sets forth the State requirements to provide information to us for purposes of estimating improper payments in Medicaid and the State Children's Health Insurance Program (SCHIP), as required under the Improper Payments Information Act (IPIA) of 2002. The IPIA requires heads of Federal agencies to annually estimate and report to the Congress these estimates of improper payments for the programs they oversee and, submit a report on actions the agency is taking to reduce erroneous payments. We published a proposed rule on August 27, 2004 to propose that States measure improper payments in Medicaid and SCHIP and report the State-specific error rates to us for purposes of computing the improper payment estimates for these programs. After extensive analysis of the issues related to having States measure improper payments in Medicaid and SCHIP, including public comments on the provisions in the proposed rule, we are revising our proposed approach. Our new approach incorporates commenters' suggestions to engage a Federal contractor by contracting with that entity to complete the data processing and medical reviews and calculate the State-specific error rates. Based on the States' error rates, the contractor also will calculate the improper payment estimates for these programs which will be reported by the Department of Health and Human Services as required by the IPIA. This interim final rule sets out the types of information that States would need to submit to allow CMS to conduct medical and data processing reviews on claims made in the fee-for-service (FFS) setting. CMS will address estimating improper payments for Medicaid managed care and eligibility and SCHIP FFS, managed care and eligibility at a later time. This rule responds to the public comments on the proposed rule, sets forth the requirements for States to assist us and the contractor to produce State-specific error rates in Medicaid and SCHIP which will be used as the basis for a national error rate, and outlines future plans for measuring eligibility, which may include greater State involvement than the level required for the medical and data processing reviews.",Interim final rule with comment period.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2005-10-05,False,,Medicaid Program and State Children's Health Insurance Program (SCHIP) Payment Error Rate Measurement,"['Administrative practice and procedure', 'Grant programs-health', 'Health facilities', 'Health insurance', 'Medicaid', 'Privacy', 'Reporting and recordkeeping requirements']",Rule,Data Mining
05-14037,The Federal Crop Insurance Corporation (FCIC) amends the General Administrative Regulations to include provisions regarding the requests by approved insurance providers to implement the premium reduction plan authorized under section 508(e)(3) of the Federal Crop Insurance Act (Act) and the approval of the amount of a premium discount to be provided to farmers under the premium reduction plan.,Interim rule.,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Federal Crop Insurance Corporation', 'name': 'Federal Crop Insurance Corporation', 'id': 163, 'url': 'https://www.federalregister.gov/agencies/federal-crop-insurance-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/163.json', 'parent_id': 12, 'slug': 'federal-crop-insurance-corporation'}]","['Agriculture Department', 'Federal Crop Insurance Corporation']",2005-06-30,2005-07-20,False,,"General Administrative Regulations, Subpart V-Submission of Policies, Provisions of Policies, Rates of Premium, and Premium Reduction Plans","['Administrative practice and procedure', 'Crop insurance', 'Disaster assistance', 'Fraud', 'Penalties', 'Reporting and recordkeeping requirements']",Rule,Data Mining
05-10663,"This notice announces the date, time, location, and agenda for the next meeting of the Department of Homeland Security Data Privacy and Integrity Advisory Committee.",Notice of Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Office of the Secretary'}]","['Homeland Security Department', 'Office of the Secretary']",,2005-05-31,,,Data Privacy and Integrity Advisory Committee,[],Notice,Data Mining
05-8099,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2005-04-22,,,Office of Special Education and Rehabilitative Services; Overview Information; Technology and Media Services for Individuals With Disabilities-Technology and Standards-Based Reform; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2005,[],Notice,Data Mining
04-18056,"The Federal Crop Insurance Corporation (FCIC) finalizes the Group Risk Plan of Insurance Regulations (GRP Provisions); and the Common Crop Insurance Regulations, Basic Provisions (Basic Provisions) to make revisions that will reduce program vulnerabilities and clarify existing policy provisions to better meet the needs of the insured. Further, FCIC is making conforming amendments to the General Administrative Regulations, Subpart L--Reinsurance Agreement--Standards for Approval; Regulations for the 1997 and Subsequent Reinsurance Years and Subpart P--Preemption of State Laws and Regulations, and the Catastrophic Risk Protection Endorsement. The changes will apply for the 2005 and succeeding crop years for all crops with a contract change date on or after the effective date of this rule, and for the 2006 and succeeding crop years for all crops with a contract change date prior to the effective date of this rule. In addition, FCIC is finalizing the interim rule published on June 30, 2000, implementing statutory mandates of the Agricultural Risk Protection Act of 2000 (ARPA).",Final rule.,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Federal Crop Insurance Corporation', 'name': 'Federal Crop Insurance Corporation', 'id': 163, 'url': 'https://www.federalregister.gov/agencies/federal-crop-insurance-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/163.json', 'parent_id': 12, 'slug': 'federal-crop-insurance-corporation'}]","['Agriculture Department', 'Federal Crop Insurance Corporation']",2004-08-30,2004-08-10,True,,"General Administrative Regulations, Catastrophic Risk Protection Endorsement; Group Risk Plan of Insurance Regulations for the 2004 and Succeeding Crop Years; and the Common Crop Insurance Regulations, Basic Provisions","['Administrative practice and procedure', 'Claims', 'Crop insurance', 'Fraud', 'Reporting and recordkeeping requirements']",Rule,Data Mining
04-16126,The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.,Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2004-07-16,,,Government-Owned Inventions; Availability for Licensing,[],Notice,Data Mining
04-10220,"The Small Business Paperwork Relief Task Force requests comments on the attached Draft Report. In this Draft Report, the Small Business Paperwork Relief Task Force discusses and makes recommendations concerning the improvement of electronic dissemination of information collected under Federal requirements and a plan to develop an interactive Government-wide Internet program to identify applicable collections and facilitate compliance.",Notice and request for comments.,"[{'raw_name': 'OFFICE OF MANAGEMENT AND BUDGET', 'name': 'Management and Budget Office', 'id': 280, 'url': 'https://www.federalregister.gov/agencies/management-and-budget-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/280.json', 'parent_id': None, 'slug': 'management-and-budget-office'}]",['Management and Budget Office'],,2004-05-05,,,Executive Office of the President; Draft Report of the Small Business Paperwork Relief Act Task Force,[],Notice,Data Mining
04-9147,"The Food and Drug Administration (FDA) is establishing a public docket to obtain input on activities that could reduce existing hurdles in medical product design and development. As described in a recently released Report, ``Innovation/Stagnation: Challenge and Opportunity on the Critical Path to New Medical Products,'' there is an urgent need to modernize the product development toolkit, to make the development process more predictable and less costly. FDA is seeking input in identifying and prioritizing the most pressing medical product development problems, and the areas that provide the greatest opportunities for rapid improvement and public health benefits. To this end, we are establishing this open docket to obtain input from industry, patients, academics investors, and all interested parties.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2004-04-22,,,Critical Path Initiative; Establishment of Docket,[],Notice,Data Mining
04-8268,The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.,Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2004-04-13,,,Government-Owned Inventions; Availability for Licensing,[],Notice,Data Mining
03-22132,"In accordance with Executive Order 11625 and 15 U.S.C. 1512, the Minority Business Development Agency (MBDA) is soliciting competitive applications from organizations to operate Native American Business Development Centers (NABDCs) under its Native American Development Center (NABDC) Program. In order to receive consideration, applicants must comply with all information and requirements contained in this Notice. For-profit entities (including sole-proprietorships, partnerships and corporations), non-profit organizations, state and local government entities, American Indian Tribes and educational institutions are eligible to operate NABDCs. The NABDC Program has been in operation since 1982. The NABDCs provide generalized management and technical assistance and business development services to Native American business enterprises within their designated geographic service areas. The NABDC Program requirements further increase the impact of the NABDC projects by requiring that project operators deploy standardized business assistance services to the Native American business public directly, develop a network of strategic partnerships and provide strategic business consulting within the geographic service area. These requirements will be used to generate increased results with respect to financing and contracts awarded to Native American and minority-owed firms and thus, are a key component of this program.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Minority Business Development Agency', 'name': 'Minority Business Development Agency', 'id': 291, 'url': 'https://www.federalregister.gov/agencies/minority-business-development-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/291.json', 'parent_id': 54, 'slug': 'minority-business-development-agency'}]","['Commerce Department', 'Minority Business Development Agency']",,2003-08-29,,,Solicitation of Applications for the Native American Business Development Center (NABDC) Program,[],Notice,Data Mining
03-22131,"In accordance with Executive Order 11625 and 15 U.S.C. 1512, the Minority Business Development Agency (MBDA) is soliciting competitive applications from organizations to operate Minority Business Development Centers (MBDCs) under its Minority Business Development Center (MBDC) Program. In order to receive consideration, applicants must comply with all information and requirements contained in this Notice. For-profit entities (including sole-proprietorships, partnerships, and corporations), non-profit organizations, state and local government entities, American Indian Tribes and educational institutions are eligible to operate MBDCs. The current MBDC Program, as described in this Notice, requires MBDC staff to provide standardized business assistance services to rapid growth potential minority businesses directly; to develop a network of strategic partnerships; to charge client fees; and to provide strategic business consulting. These requirements will be used to generate increased results with respect to financing and contracts awarded to minority-owned firms and thus, are a key component of this program.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Minority Business Development Agency', 'name': 'Minority Business Development Agency', 'id': 291, 'url': 'https://www.federalregister.gov/agencies/minority-business-development-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/291.json', 'parent_id': 54, 'slug': 'minority-business-development-agency'}]","['Commerce Department', 'Minority Business Development Agency']",,2003-08-29,,,Solicitation of Applications for the Minority Business Development Center (MBDC) Program,[],Notice,Data Mining
03-18976,"The OCC, Board, FDIC, and OTS (the Agencies) are publishing for industry comment two documents that set forth draft supervisory guidance for implementing proposed revisions to the risk-based capital standards in the United States. These proposed revisions, which would implement the New Basel Capital Accord in the United States, are published as an advance notice of proposed rulemaking (ANPR) elsewhere in today's Federal Register. Under the advanced approaches for credit and operational risk described in the ANPR, banking organizations would use internal estimates of certain risk components as key inputs in the determination of their regulatory capital requirements. The Agencies believe that supervisory guidance is necessary to balance the flexibility inherent in the advanced approaches with high standards that promote safety and soundness and encourage comparability across institutions. The first document sets forth Draft Supervisory Guidance on Internal Ratings-Based Systems for Corporate Credit (corporate IRB guidance). This document describes supervisory expectations for institutions that intend to adopt the advanced internal ratings-based approach (A-IRB) for credit risk as set forth in today's ANPR. The corporate IRB guidance is intended to provide supervisors and institutions with a clear description of the essential components and characteristics of an acceptable A-IRB framework. The guidance focuses specifically on corporate credit portfolios; further guidance is expected at a later date on other credit portfolios (including, for example, retail and commercial real estate portfolios). The second document sets forth Draft Supervisory Guidance on Operational Risk Advanced Measurement Approaches for Operational Risk (AMA guidance). This document outlines supervisory expectations for institutions that intend to adopt an advanced measurement approach (AMA) for operational risk as set forth in today's ANPR. The Agencies are seeking comments on the supervisory standards set forth in both documents. In addition to seeking comment on specific aspects of the supervisory guidance set forth in the documents, the Agencies are seeking comment on the extent to which the supervisory guidance strikes the appropriate balance between flexibility and specificity. Likewise, the Agencies are seeking comment on whether an appropriate balance has been struck between the regulatory requirements set forth in the ANPR and the supervisory standards set forth in these documents.",Draft supervisory guidance with request for comment.,"[{'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Office of the Comptroller of the Currency', 'name': 'Comptroller of the Currency', 'id': 80, 'url': 'https://www.federalregister.gov/agencies/comptroller-of-the-currency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/80.json', 'parent_id': 497, 'slug': 'comptroller-of-the-currency'}, {'raw_name': 'FEDERAL RESERVE SYSTEM', 'name': 'Federal Reserve System', 'id': 188, 'url': 'https://www.federalregister.gov/agencies/federal-reserve-system', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/188.json', 'parent_id': None, 'slug': 'federal-reserve-system'}, {'raw_name': 'FEDERAL DEPOSIT INSURANCE CORPORATION', 'name': 'Federal Deposit Insurance Corporation', 'id': 164, 'url': 'https://www.federalregister.gov/agencies/federal-deposit-insurance-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/164.json', 'parent_id': None, 'slug': 'federal-deposit-insurance-corporation'}, {'raw_name': 'DEPARTMENT OF THE TREASURY', 'name': 'Treasury Department', 'id': 497, 'url': 'https://www.federalregister.gov/agencies/treasury-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/497.json', 'parent_id': None, 'slug': 'treasury-department'}, {'raw_name': 'Office of Thrift Supervision', 'name': 'Thrift Supervision Office', 'id': 489, 'url': 'https://www.federalregister.gov/agencies/thrift-supervision-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/489.json', 'parent_id': 497, 'slug': 'thrift-supervision-office'}]","['Treasury Department', 'Comptroller of the Currency', 'Federal Reserve System', 'Federal Deposit Insurance Corporation', 'Treasury Department', 'Thrift Supervision Office']",,2003-08-04,,,Internal Ratings-Based Systems for Corporate Credit and Operational Risk Advanced Measurement Approaches for Regulatory Capital,[],Notice,Data Mining
02-28667,"Notice is hereby given that the United States Department of Agriculture (USDA) proposes to amend the Privacy Act system of records FCIC-2, entitled Compliance Review Cases. The system of records is maintained by the Federal Crop Insurance Corporation (FCIC), a wholly- owned Government Corporation administered by the Risk Management Agency (RMA), an agency of USDA. The compliance review cases system of records is being revised to reflect changes in the administration and management of the Federal crop insurance program.",Notice of revision of Privacy Act system of records.,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Office of the Secretary'}]","['Agriculture Department', 'Office of the Secretary']",2002-12-12,2002-11-12,,,Privacy Act of 1974; Revision of System of Records,[],Notice,Data Mining
02-26514,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2002-10-18,,,"Self-Regulatory Organizations; Municipal Securities Rulemaking Board; Notice of Filing and Immediate Effectiveness of Proposed Rule Change Regarding the Application of Rule G-19, on Suitability of Recommendations, to Online Communications",[],Notice,Data Mining
02-20723,"The United States Geological Survey (USGS) is contemplating entering into a Cooperative Research and Development Agreement (CRADA) with Advanced Data Mining, LLC to develop advanced data mining and data visualization capabilities for complex hyrological modeling. Inquiries: If any other parties are interested in similar activities with the USGS, please contact Paul Conrads, USGS South Carolina Water District, Stephenson Center, Suite 129, 720 Gracern Road, Columbia, SC 29210, phone: (803) 750-6140.",Notice of Proposed Cooperative Research & Development Agreement (CRADA) Negotiations.,"[{'raw_name': 'DEPARTMENT OF THE INTERIOR', 'name': 'Interior Department', 'id': 253, 'url': 'https://www.federalregister.gov/agencies/interior-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/253.json', 'parent_id': None, 'slug': 'interior-department'}, {'raw_name': 'U.S. Geological Survey', 'name': 'Geological Survey', 'id': 212, 'url': 'https://www.federalregister.gov/agencies/geological-survey', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/212.json', 'parent_id': 253, 'slug': 'geological-survey'}]","['Interior Department', 'Geological Survey']",,2002-08-15,,,Technology Transfer Act of 1986,[],Notice,Data Mining
02-13412,,,"[{'raw_name': 'Social Security Administration', 'name': 'Social Security Administration', 'id': 470, 'url': 'https://www.federalregister.gov/agencies/social-security-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/470.json', 'parent_id': None, 'slug': 'social-security-administration'}]",['Social Security Administration'],,2002-05-30,,,"Statement of Organization, Functions and Delegations of Authority",[],Notice,Data Mining
01-14591,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2001-06-11,,,"Program Support Center; Statement of Organization, Functions and Delegations of Authority",[],Notice,Data Mining
01-10109,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2001-04-24,,,"Self-Regulatory Organizations; Notice of Filing and Immediate Effectiveness of Proposed Rule Change by National Association of Securities Dealers, Inc. Relating to the Suitability Rule and Online Communications",[],Notice,Data Mining
