abstract	title
This final rule with comment period addresses changes to the physician fee schedule and other Medicare Part B payment policies to ensure that our payment systems are updated to reflect changes in medical practice and the relative value of services. It finalizes the calendar year (CY) 2010 interim relative value units (RVUs) and issues interim RVUs for new and revised procedure codes for CY 2011. It also addresses, implements, or discusses certain provisions of both the Affordable Care Act (ACA) and the Medicare Improvements for Patients and Providers Act of 2008 (MIPPA). In addition, this final rule with comment period discusses payments under the Ambulance Fee Schedule (AFS), the Ambulatory Surgical Center (ASC) payment system, and the Clinical Laboratory Fee Schedule (CLFS), payments to end-stage renal disease (ESRD) facilities, and payments for Part B drugs. Finally, this final rule with comment period also includes a discussion regarding the Chiropractic Services Demonstration program, the Competitive Bidding Program for durable medical equipment, prosthetics, orthotics, and supplies (CBP DMEPOS), and provider and supplier enrollment issues associated with air ambulances.	Medicare Program; Payment Policies Under the Physician Fee Schedule and Other Revisions to Part B for CY 2011
This proposed rule would implement provisions of the Affordable Care Act that establish: Procedures under which screening is conducted for providers of medical or other services and suppliers in the Medicare program, providers in the Medicaid program, and providers in the Children's Health Insurance Program (CHIP); an application fee to be imposed on providers and suppliers; temporary moratoria that may be imposed if necessary to prevent or combat fraud, waste, and abuse under the Medicare and Medicaid programs, and CHIP; guidance for States regarding termination of providers from Medicaid and CHIP if terminated by Medicare or another Medicaid State plan or CHIP; guidance regarding the termination of providers and suppliers from Medicare if terminated by a Medicaid State agency; and requirements for suspension of payments pending credible allegations of fraud in the Medicare and Medicaid programs. This proposed rule would also present an approach and request comments on the provisions of the Affordable Care Act that require providers of medical or other items or services or suppliers within a particular industry sector or category to establish compliance programs.	Medicare, Medicaid, and Children's Health Insurance Programs; Additional Screening Requirements, Application Fees, Temporary Enrollment Moratoria, Payment Suspensions and Compliance Plans for Providers and Suppliers
	Center for Scientific Review; Notice of Closed Meetings
This final rule implements the provisions of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5) that provide incentive payments to eligible professionals (EPs), eligible hospitals and critical access hospitals (CAHs) participating in Medicare and Medicaid programs that adopt and successfully demonstrate meaningful use of certified electronic health record (EHR) technology. This final rule specifies--the initial criteria EPs, eligible hospitals, and CAHs must meet in order to qualify for an incentive payment; calculation of the incentive payment amounts; payment adjustments under Medicare for covered professional services and inpatient hospital services provided by EPs, eligible hospitals and CAHs failing to demonstrate meaningful use of certified EHR technology; and other program participation requirements. Also, the Office of the National Coordinator for Health Information Technology (ONC) will be issuing a closely related final rule that specifies the Secretary's adoption of an initial set of standards, implementation, specifications, and certification criteria for electronic health records. ONC has also issued a separate final rule on the establishment of certification programs for health information technology.	Medicare and Medicaid Programs; Electronic Health Record Incentive Program
This proposed rule addresses proposed changes to the physician fee schedule and other Medicare Part B payment policies to ensure that our payment systems are updated to reflect changes in medical practice and the relative value of services. It also addresses, implements or discusses certain provisions of both the Affordable Care Act and the Medicare Improvements for Patients and Providers Act of 2008. In addition, this proposed rule discusses payments under the Ambulance Fee Schedule, Clinical Laboratory Fee Schedule, payments to ESRD facilities, and payments for Part B drugs. Finally, the proposed rule includes a discussion regarding the Chiropractic Services Demonstration program, the Competitive Bidding Program for Durable Medical Equipment and Provider and Supplier Enrollment Issues associated with Air Ambulances. (See the Table of Contents for a listing of the specific issues addressed in this proposed rule.)	Medicare Program; Payment Policies Under the Physician Fee Schedule and Other Revisions to Part B for CY 2011
	Center for Scientific Review; Notice of Closed Meetings
	Center for Scientific Review; Notice of Closed Meetings
This proposed rule would implement the provisions of the American Recovery and Reinvestment Act of 2009 (ARRA) (Pub. L. 111-5) that provide incentive payments to eligible professionals (EPs) and eligible hospitals participating in Medicare and Medicaid programs that adopt and meaningfully use certified electronic health record (EHR) technology. The proposed rule would specify the--initial criteria an EP and eligible hospital must meet in order to qualify for the incentive payment; calculation of the incentive payment amounts; payment adjustments under Medicare for covered professional services and inpatient hospital services provided by EPs and eligible hospitals failing to meaningfully use certified EHR technology; and other program participation requirements. Also, as required by ARRA the Office of the National Coordinator for Health Information Technology (ONC) will be issuing a closely related interim final rule that specifies the Secretary's adoption of an initial set of standards, implementation, specifications, and certification criteria for electronic health records. ONC will also be issuing a notice of proposed rulemaking on the process for organizations to conduct the certification of EHR technology.	Medicare and Medicaid Programs; Electronic Health Record Incentive Program
	Notice of Establishment
	Center for Scientific Review; Notice of Closed Meetings
The Food and Drug Administration (FDA), Center for Veterinary Medicine (CVM), and Office of New Animal Drugs (ONADE) is announcing the availability of grant funds for the support of a sole source, cooperative agreement award to Georgetown University, Lombardi Cancer Research Center and Department of Oncology entitled: ``Genome Wide Methylation Arrays for Detection Markers of Increased Susceptibility to Mammary Cancer Caused by In-Utero Exposures to Endocrine Disruptors (U01).'' The main purpose of this study is to help gain an understanding of the extent to which exposures to endocrine disruptors early in life increase later susceptibility to developing breast cancer by inducing heritable epigenetic changes in transcription factors, which are linked to increased breast cancer risk. The study is subject to the requirements of the Federal Food, Drug, and Cosmetic Act (the act) (21 U.S.C. 331, et seq.) regulations issued under it and applicable Department of Health and Human Services statutes and regulations.	Availability of Grant Funds for the Support of Cooperative Agreement Award to Georgetown University Entitled: Genome Wide Methylation Arrays for Detecting Markers of Increased Susceptibility to Mammary Cancer Caused by In-Utero Exposures to Endocrine Disruptors (U01)
	Center for Scientific Review; Notice of Closed Meetings
The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
The Food and Drug Administration (FDA) proposed, among other things, to classify Anthrax Vaccine Adsorbed (AVA) on the basis of findings and recommendations of the Panel on Review of Bacterial Vaccines and Toxoids (the Panel) on December 13, 1985. The Panel reviewed the safety, efficacy, and labeling of bacterial vaccines and toxoids with standards of potency, bacterial antitoxins, and immune globulins. After the initial final rule and final order was vacated by the United States District Court for the District of Columbia on October 27, 2004, FDA published a new proposed rule and proposed order on December 29, 2004. The purpose of this final order is to categorize AVA according to the evidence of its safety and effectiveness, thereby determining if it may remain licensed and on the market; issue a final response to recommendations made in the Panel's report, and; respond to comments on the previously published proposed order. The final rule and final order concerning bacterial vaccines and toxoids other than AVA is published elsewhere in this issue of the Federal Register.	Biological Products; Bacterial Vaccines and Toxoids; Implementation of Efficacy Review; Anthrax Vaccine Adsorbed; Final Order
This interim final rule sets forth the State requirements to provide information to us for purposes of estimating improper payments in Medicaid and the State Children's Health Insurance Program (SCHIP), as required under the Improper Payments Information Act (IPIA) of 2002. The IPIA requires heads of Federal agencies to annually estimate and report to the Congress these estimates of improper payments for the programs they oversee and, submit a report on actions the agency is taking to reduce erroneous payments. We published a proposed rule on August 27, 2004 to propose that States measure improper payments in Medicaid and SCHIP and report the State-specific error rates to us for purposes of computing the improper payment estimates for these programs. After extensive analysis of the issues related to having States measure improper payments in Medicaid and SCHIP, including public comments on the provisions in the proposed rule, we are revising our proposed approach. Our new approach incorporates commenters' suggestions to engage a Federal contractor by contracting with that entity to complete the data processing and medical reviews and calculate the State-specific error rates. Based on the States' error rates, the contractor also will calculate the improper payment estimates for these programs which will be reported by the Department of Health and Human Services as required by the IPIA. This interim final rule sets out the types of information that States would need to submit to allow CMS to conduct medical and data processing reviews on claims made in the fee-for-service (FFS) setting. CMS will address estimating improper payments for Medicaid managed care and eligibility and SCHIP FFS, managed care and eligibility at a later time. This rule responds to the public comments on the proposed rule, sets forth the requirements for States to assist us and the contractor to produce State-specific error rates in Medicaid and SCHIP which will be used as the basis for a national error rate, and outlines future plans for measuring eligibility, which may include greater State involvement than the level required for the medical and data processing reviews.	Medicaid Program and State Children's Health Insurance Program (SCHIP) Payment Error Rate Measurement
The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
The Food and Drug Administration (FDA) is establishing a public docket to obtain input on activities that could reduce existing hurdles in medical product design and development. As described in a recently released Report, ``Innovation/Stagnation: Challenge and Opportunity on the Critical Path to New Medical Products,'' there is an urgent need to modernize the product development toolkit, to make the development process more predictable and less costly. FDA is seeking input in identifying and prioritizing the most pressing medical product development problems, and the areas that provide the greatest opportunities for rapid improvement and public health benefits. To this end, we are establishing this open docket to obtain input from industry, patients, academics investors, and all interested parties.	Critical Path Initiative; Establishment of Docket
The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
	Program Support Center; Statement of Organization, Functions and Delegations of Authority
This rule includes standards to protect the privacy of individually identifiable health information. The rules below, which apply to health plans, health care clearinghouses, and certain health care providers, present standards with respect to the rights of individuals who are the subjects of this information, procedures for the exercise of those rights, and the authorized and required uses and disclosures of this information. The use of these standards will improve the efficiency and effectiveness of public and private health programs and health care services by providing enhanced protections for individually identifiable health information. These protections will begin to address growing public concerns that advances in electronic technology and evolution in the health care industry are resulting, or may result, in a substantial erosion of the privacy surrounding individually identifiable health information maintained by health care providers, health plans and their administrative contractors. This rule implements the privacy requirements of the Administrative Simplification subtitle of the Health Insurance Portability and Accountability Act of 1996.	Standards for Privacy of Individually Identifiable Health Information
The National Cancer Institute seeks a Cooperative Research and Development Agreement (CRADA) with a software company with demonstrated excellence in the development and deployment of software applications for the enterprise and individuals. NCI has recently developed a powerful but user-friendly computer-based system which enables its users to create, use and share a knowledge base of information consisting of diverse objects related to each other by semantically meaningful links. This system, provisionally called ``KBTool'', can be considered a new class of software application since it is sufficiently different from existing applications. The system provides a knowledge base that is seamless, allowing individuals to store information on a virtually unlimited range of objects and concepts. In addition, dense and informative links between many types of concepts are constructed. The system is extensible so that it is suited for use in distributed systems in which information is shared between users and stored at different physical locations. Because of the power of the system and its relevance to many domains of knowledge and types of applications, the NCI is seeking a commercial partner for its continued development and deployment. The software was originally created to organize and link vast quantities of scientific data; however, NCI predicts that KBTool's functionality will be applicable to a wide variety of fields. The Collaborator must have a demonstrated record of success in privately producing and marketing information resources.	National Cancer Institute: Opportunity for a Cooperative Research and Development Agreement (CRADA) for the Research and Development of Software for Managing Distributed Knowledgebases Consisting of Large Numbers of Objects of Diverse Categories Spanning Administrative, Scientific and Other Knowledge Domains
The inventions listed below are owned by agencies of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
The National Institutes of Health (NIH) is seeking public comments on a DRAFT NIH Policy for Data Management and Sharing and supplemental DRAFT guidance. The purpose of this DRAFT Policy and supplemental DRAFT guidance is to promote effective and efficient data management and sharing to further NIH's commitment to making the results and accomplishments of the research it funds and conducts available to the public.	Request for Public Comments on a DRAFT NIH Policy for Data Management and Sharing and Supplemental DRAFT Guidance
	Statement of Organization, Functions, and Delegations of Authority
	Statement of Organization, Functions, and Delegations of Authority
	Statement of Organization, Functions, and Delegations of Authority
The Department of Health and Human Services (``the Department'') is committed to ensuring the civil rights of all individuals who access or seek to access health programs or activities of covered entities under Section 1557 of the Patient Protection and Affordable Care Act. The Department proposes to revise its Section 1557 regulation in order to better comply with the mandates of Congress, address legal concerns, relieve billions of dollars in undue regulatory burdens, further substantive compliance, reduce confusion, and clarify the scope of Section 1557 in keeping with pre-existing civil rights statutes and regulations prohibiting discrimination on the basis of race, color, national origin, sex, age, and disability.	Nondiscrimination in Health and Health Education Programs or Activities
In compliance with the Paperwork Reduction Act of 1995, the National Institutes of Health (NIH) has submitted to the Office of Management and Budget (OMB) a request for review and approval of the information collection listed below.	Submission for OMB Review; 30-Day Comment Request; NIH Office of Intramural Training & Education-Application, Registration, and Alumni Systems (Office of the Director)
In this proposed rule, the Department of Health and Human Services (Department or HHS) proposes to amend the safe harbor regulation concerning discounts, which are defined as certain conduct that is protected from liability under the Federal anti-kickback statute, section 1128B(b) of the Social Security Act (the Act). The amendment would revise the discount safe harbor to explicitly exclude from the definition of a discount eligible for safe harbor protection certain reductions in price or other remuneration from a manufacturer of prescription pharmaceutical products to plan sponsors under Medicare Part D, Medicaid managed care organizations as defined under section 1903(m) of the Act (Medicaid MCOs), or pharmacy benefit managers (PBMs) under contract with them. In addition, the Department is proposing two new safe harbors. The first would protect certain point-of-sale reductions in price on prescription pharmaceutical products, and the second would protect certain PBM service fees.	Fraud and Abuse; Removal of Safe Harbor Protection for Rebates Involving Prescription Pharmaceuticals and Creation of New Safe Harbor Protection for Certain Point-of-Sale Reductions in Price on Prescription Pharmaceuticals and Certain Pharmacy Benefit Manager Service Fees
In compliance with the requirement of the Paperwork Reduction Act of 1995 to provide opportunity for public comment on proposed data collection projects, the National Institutes of Health Office of Intramural Training & Education (OITE) will publish periodic summaries of propose projects to be submitted to the Office of Management and Budget (OMB) for review and approval.	Proposed Collection; 60-Day Comment Request; NIH Office of Intramural Training & Education-Application, Registration, and Alumni Systems, Office of the Director
	Statement of Organization, Functions, and Delegations of Authority
We are revising the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals to implement changes arising from our continuing experience with these systems for FY 2019. Some of these changes implement certain statutory provisions contained in the 21st Century Cures Act and the Bipartisan Budget Act of 2018, and other legislation. We also are making changes relating to Medicare graduate medical education (GME) affiliation agreements for new urban teaching hospitals. In addition, we are providing the market basket update that will apply to the rate-of-increase limits for certain hospitals excluded from the IPPS that are paid on a reasonable cost basis, subject to these limits for FY 2019. We are updating the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long- term care hospitals (LTCHs) for FY 2019. In addition, we are establishing new requirements or revising existing requirements for quality reporting by specific Medicare providers (acute care hospitals, PPS-exempt cancer hospitals, and LTCHs). We also are establishing new requirements or revising existing requirements for eligible professionals (EPs), eligible hospitals, and critical access hospitals (CAHs) participating in the Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (now referred to as the Promoting Interoperability Programs). In addition, we are finalizing modifications to the requirements that apply to States operating Medicaid Promoting Interoperability Programs. We are updating policies for the Hospital Value-Based Purchasing (VBP) Program, the Hospital Readmissions Reduction Program, and the Hospital- Acquired Condition (HAC) Reduction Program. We also are making changes relating to the required supporting documentation for an acceptable Medicare cost report submission and the supporting information for physician certification and recertification of claims.	Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year 2019 Rates; Quality Reporting Requirements for Specific Providers; Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (Promoting Interoperability Programs) Requirements for Eligible Hospitals, Critical Access Hospitals, and Eligible Professionals; Medicare Cost Reporting Requirements; and Physician Certification and Recertification of Claims
	National Library of Medicine Notice of Closed Meetings
	Statement of Organization, Functions, and Delegations of Authority
The National Toxicology Program (NTP) at the National Institute of Environmental Health Sciences announces the webinar series, ``Using Informatics to Improve Data Analysis of Chemical Screening Assays Conducted in Zebrafish.'' The webinars will provide an overview of current issues that need to be addressed to facilitate the broader use of zebrafish for chemical safety screening studies and how data science can be applied to address some of those issues.	Using Informatics To Improve Data Analysis of Chemical Screening Assays Conducted in Zebrafish; Notice of Webinars; Registration Information
	Office of the Director, National Institutes of Health; Notice of Meeting
	Center for Scientific Review; Notice of Closed Meetings
	Center for Scientific Review; Notice of Closed Meetings
	Office of the Director; Notice of Meeting
	Office of the Director, National Institutes of Health; Notice of Meeting
The Interagency Coordinating Committee on the Validation of Alternative Methods (ICCVAM) announces a public webinar ``Fundamentals of Using Quantitative Structure--Activity Relationship Models and Read- Across Techniques in Predictive Toxicology.'' The webinar is organized on behalf of ICCVAM by the National Toxicology Program Interagency Center for the Evaluation Alternative Toxicological Methods (NICEATM) and hosted by the U.S. Environmental Protection Agency's (EPA's) National Center for Computational Toxicology (NCCT). Interested persons may participate via Adobe[supreg] Connect<SUP>TM</SUP>. Time is allotted for questions from the audience.	Interagency Coordinating Committee on the Validation of Alternative Methods Communities of Practice Webinar on Fundamentals of Using Quantitative Structure-Activity Relationship Models and Read-across Techniques in Predictive Toxicology; Notice of Public Webinar; Registration Information
	Office of The Director, National Institutes of Health; Notice of Meeting
The National Institutes of Health (NIH) Office of the Associate Director for Data Science (ADDS) announces a collaboration with the Wellcome Trust (WT) and the Howard Hughes Medical Institute (HHMI) to launch the ``Open Science Prize'' (the ``Challenge'') to encourage and support the prototyping and development of services, tools and/or platforms that enable open content--including publications, datasets, code and other research outputs--to be discovered, accessed and re-used in ways that will advance research, spark innovation, and generate new societal benefits. The Challenge is necessary to accelerate the field of ``open'' biomedical research beyond what current funding mechanisms can achieve. For the NIH, this Challenge is being launched under the America COMPETES Reauthorization Act of 2010.	Announcement of Requirements and Registration for the Open Science Prize
	Center for Scientific Review; Notice of Closed Meetings
	Office of the Director, National Institutes of Health; Notice of Meeting
	Center for Scientific Review; Notice of Closed Meetings
	Center for Scientific Review; Notice of Closed Meetings
	Center for Scientific Review; Notice of Closed Meetings
	Center for Scientific Review; Notice of Closed Meetings
The National Institutes of Health (NIH) announces the final Genomic Data Sharing (GDS) Policy that promotes sharing, for research purposes, of large-scale human and non-human genomic \1\ data generated from NIH-funded research. A summary of public comments on the draft GDS Policy and the NIH responses are also provided.	Final NIH Genomic Data Sharing Policy
The National Eye Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of an Exclusive Patent License to practice the inventions embodied in the Patents and Patent Applications listed in the Supplementary Information section of this notice to Opsis Therapeutics, LLC, (``Opsis'') located in Madison Wisconsin and its affiliate, FUJIFILM Cellular Dynamics, Inc.	Prospective Grant of an Exclusive Patent License: Compositions, Devices and Processes for Production and Delivery of Cell Grafts of Manufactured Retinal Pigment Epithelium Cell(s) Alone, or in Combination With Photoreceptor Cells, and on a Biodegradable Support Scaffold Transplanted Subretinally for Intra-Ocular Ophthalmic Treatment of Conditions of Degeneration, Dysfunction or Terminal Injury of Retinal Pigment Epithelium and/or Photoreceptors in Humans
The Food and Drug Administration (FDA) is requesting nominations for voting members to serve on the Device Good Manufacturing Practice Advisory Committee (DGMPAC) and the Medical Devices Advisory Committee (MDAC) device panels in the Center for Devices and Radiological Health. This annual notice is also in accordance with the 21st Century Cures Act, which requires the Secretary of Health and Human Services (the Secretary) to provide an annual opportunity for patients, representatives of patients, and sponsors of medical devices that may be specifically the subject of a review by a classification panel to provide recommendations for individuals with appropriate expertise to fill voting member positions on classification panels. FDA seeks to include the views of women and men, members of all racial and ethnic groups, and individuals with and without disabilities on its advisory committees, and therefore, encourages nominations of appropriately qualified candidates from these groups.	Request for Nominations for Voting Members on Public Advisory Panels or Committees; Device Good Manufacturing Practice Advisory Committee and the Medical Devices Advisory Committee
	Statement of Organization, Functions, and Delegations of Authority
The Food and Drug Administration (FDA, the Agency, or we) is issuing this final action establishing that certain active ingredients used in nonprescription (also known as over-the-counter (OTC)) consumer antiseptic products intended for use without water (referred to throughout as consumer antiseptic rubs or consumer rubs) are not eligible for evaluation under the OTC Drug Review for use in consumer antiseptic rubs. Drug products containing these ineligible active ingredients will require approval under a new drug application (NDA) or abbreviated new drug application (ANDA) prior to marketing. FDA is issuing this final action after considering the recommendations of the Nonprescription Drugs Advisory Committee (NDAC), public comments on the Agency's notices of proposed rulemaking, and all data and information on OTC consumer antiseptic rub products that have come to the Agency's attention. This final action finalizes the 1994 tentative final monograph (TFM) for OTC consumer antiseptic rub drug products that published in the Federal Register of June 17, 1994 (the 1994 TFM), as amended by the proposed rule published in the Federal Register (FR) of June 30, 2016 (2016 Consumer Antiseptic Rub proposed rule).	Safety and Effectiveness of Consumer Antiseptic Rubs; Topical Antimicrobial Drug Products for Over-the-Counter Human Use
This proposed rule would implement certain provisions of the 21st Century Cures Act, including conditions and maintenance of certification requirements for health information technology (health IT) developers under the ONC Health IT Certification Program (Program), the voluntary certification of health IT for use by pediatric health care providers, and reasonable and necessary activities that do not constitute information blocking. The implementation of these provisions would advance interoperability and support the access, exchange, and use of electronic health information. The proposed rule would also modify the 2015 Edition health IT certification criteria and Program in additional ways to advance interoperability, enhance health IT certification, and reduce burden and costs.	21st Century Cures Act: Interoperability, Information Blocking, and the ONC Health IT Certification Program
We are revising the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals to implement changes arising from our continuing experience with these systems for FY 2019. Some of these changes implement certain statutory provisions contained in the 21st Century Cures Act and the Bipartisan Budget Act of 2018, and other legislation. We also are making changes relating to Medicare graduate medical education (GME) affiliation agreements for new urban teaching hospitals. In addition, we are providing the market basket update that will apply to the rate-of-increase limits for certain hospitals excluded from the IPPS that are paid on a reasonable cost basis, subject to these limits for FY 2019. We are updating the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long- term care hospitals (LTCHs) for FY 2019. In addition, we are establishing new requirements or revising existing requirements for quality reporting by specific Medicare providers (acute care hospitals, PPS-exempt cancer hospitals, and LTCHs). We also are establishing new requirements or revising existing requirements for eligible professionals (EPs), eligible hospitals, and critical access hospitals (CAHs) participating in the Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (now referred to as the Promoting Interoperability Programs). In addition, we are finalizing modifications to the requirements that apply to States operating Medicaid Promoting Interoperability Programs. We are updating policies for the Hospital Value-Based Purchasing (VBP) Program, the Hospital Readmissions Reduction Program, and the Hospital- Acquired Condition (HAC) Reduction Program. We also are making changes relating to the required supporting documentation for an acceptable Medicare cost report submission and the supporting information for physician certification and recertification of claims.	Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year 2019 Rates; Quality Reporting Requirements for Specific Providers; Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (Promoting Interoperability Programs) Requirements for Eligible Hospitals, Critical Access Hospitals, and Eligible Professionals; Medicare Cost Reporting Requirements; and Physician Certification and Recertification of Claims
The National Institute for Occupational Safety and Health of the Centers for Disease Control and Prevention has recently established the Center for Occupational Robotics Research. NIOSH is requesting information to guide the prioritization of research to be undertaken by the Center. NIOSH is seeking input on priority gaps in knowledge on the safety and health of humans working with robotics technology, with an emphasis on worker safety and health research which is unlikely to be completed by other federal agencies, academia, and the private sector.	Occupational Robotics Research Prioritization
We are proposing to revise the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals to implement changes arising from our continuing experience with these systems for FY 2019. Some of these proposed changes implement certain statutory provisions contained in the 21st Century Cures Act and the Bipartisan Budget Act of 2018, and other legislation. We also are proposing to make changes relating to Medicare graduate medical education (GME) affiliation agreements for new urban teaching hospitals. In addition, we are proposing to provide the market basket update that would apply to the rate[dash]of[dash]increase limits for certain hospitals excluded from the IPPS that are paid on a reasonable cost basis subject to these limits for FY 2019. We are proposing to update the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long-term care hospitals (LTCHs) for FY 2019. In addition, we are proposing to establish new requirements or revise existing requirements for quality reporting by specific Medicare providers (acute care hospitals, PPS[dash]exempt cancer hospitals, and LTCHs). We also are proposing to establish new requirements or revise existing requirements for eligible professionals (EPs), eligible hospitals, and critical access hospitals (CAHs) participating in the Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (now referred to as the Promoting Interoperability Programs). In addition, we are proposing changes to the requirements that apply to States operating Medicaid Promoting Interoperability Prrograms. We are proposing to update policies for the Hospital Value-Based Purchasing (VBP) Program, the Hospital Readmissions Reduction Program, and the Hospital-Acquired Condition (HAC) Reduction Program. We also are proposing to make changes relating to the required supporting documentation for an acceptable Medicare cost report submission and the supporting information for physician certification and recertification of claims.	Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Proposed Policy Changes and Fiscal Year 2019 Rates; Proposed Quality Reporting Requirements for Specific Providers; Proposed Medicare and Medicaid Electronic Health Record (EHR) Incentive Programs (Promoting Interoperability Programs) Requirements for Eligible Hospitals, Critical Access Hospitals, and Eligible Professionals; Medicare Cost Reporting Requirements; and Physician Certification and Recertification of Claims
The Interagency Coordinating Committee on the Validation of Alternative Methods (ICCVAM) announces a public webinar ``Machine Learning in Toxicology: Fundamentals of Application and Interpretation.'' The webinar is organized on behalf of ICCVAM by the National Toxicology Program Interagency Center for the Evaluation of Alternative Toxicological Methods (NICEATM). Interested persons may participate via WebEx. Time will be allotted for questions from the audience.	Interagency Coordinating Committee on the Validation of Alternative Methods Communities of Practice Webinar on Machine Learning in Toxicology: Fundamentals of Application and Interpretation; Notice of Public Webinar; Registration Information
The Food and Drug Administration (FDA, the Agency, or we) is issuing this final rule establishing that certain active ingredients used in nonprescription (also known as over-the-counter or OTC) antiseptic products intended for use by health care professionals in a hospital setting or other health care situations outside the hospital are not generally recognized as safe and effective (GRAS/GRAE). FDA is issuing this final rule after considering the recommendations of the Nonprescription Drugs Advisory Committee (NDAC); public comments on the Agency's notices of proposed rulemaking; and all data and information on OTC health care antiseptic products that have come to the Agency's attention. This final rule finalizes the 1994 tentative final monograph (TFM) for OTC health care antiseptic drug products that published in the Federal Register of June 17, 1994 (the 1994 TFM) as amended by the proposed rule published in the Federal Register (FR) of May 1, 2015 (2015 Health Care Antiseptic Proposed Rule (PR)).	Safety and Effectiveness of Health Care Antiseptics; Topical Antimicrobial Drug Products for Over-the-Counter Human Use
The Food and Drug Administration (FDA, the Agency, or we) is announcing the following public workshop entitled ``Leveraging Quantitative Methods and Modeling to Modernize Generic Drug Development and Review.'' The purpose of the public workshop is to engage stakeholders in a discussion of current and emerging scientific approaches and applications for the conduct of quantitative modeling and simulations in generic drug development, especially for complex and locally acting products, and to gain input regarding opportunities and knowledge gaps related to the use of quantitative modeling and simulation to inform regulatory decision making through the product lifecycle. FDA will use the information gained through the workshop to support product-specific guidance development, improve pre-abbreviated new drug applications (ANDA) interactions with applicants, increase the quality and efficiency of regulatory reviews, and identify a next generation modeling and simulation toolset for complex and locally acting products.	Leveraging Quantitative Methods and Modeling To Modernize Generic Drug Development and Review; Public Workshop; Request for Comments
The Food and Drug Administration (FDA, we, or the Agency) is issuing this final rule establishing that certain active ingredients used in over-the-counter (OTC) consumer antiseptic products intended for use with water (referred to throughout this document as consumer antiseptic washes) are not generally recognized as safe and effective (GRAS/GRAE) and are misbranded. FDA is issuing this final rule after considering the recommendations of the Nonprescription Drugs Advisory Committee (NDAC); public comments on the Agency's notices of proposed rulemaking; and all data and information on OTC consumer antiseptic wash products that have come to the Agency's attention. This final rule amends the 1994 tentative final monograph (TFM) for OTC antiseptic drug products that published in the Federal Register of June 17, 1994 (the 1994 TFM). The final rule is part of the ongoing review of OTC drug products conducted by FDA.	Safety and Effectiveness of Consumer Antiseptics; Topical Antimicrobial Drug Products for Over-the-Counter Human Use
The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
The inventions listed below are owned by an agency of the U.S. Government and are available for licensing in the U.S. in accordance with 35 U.S.C. 207 to achieve expeditious commercialization of results of federally-funded research and development. Foreign patent applications are filed on selected inventions to extend market coverage for companies and may also be available for licensing.	Government-Owned Inventions; Availability for Licensing
