document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2014-22239,"Agencies of the Federal Networking and Information Technology Research and Development (NITRD) Program are planning to develop a joint National Privacy Research Strategy. On behalf of the agencies, the Cyber Security and Information Assurance Research and Development Senior Steering Group seeks public input on the vital privacy objectives that should be considered for the goals of the strategy. The National Privacy Research Strategy will be used to guide federally- funded privacy research and provide a framework for coordinating research and development in privacy-enhancing technologies.",Notice.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-09-18,,,Request for Information (RFI)-National Privacy Research Strategy,[],Notice,Data Analytics
2014-21730,"We (the U.S. Geological Survey) will ask the Office of Management and Budget (OMB) to approve the information collection (IC) described below. As required by the Paperwork Reduction Act (PRA) of 1995, and as part of our continuing efforts to reduce paperwork and respondent burden, we invite the general public and other Federal agencies to take this opportunity to comment on this IC.","Notice of a new information collection, Classification of biogeomorphic attributes and imagery of coastal habitats.","[{'raw_name': 'DEPARTMENT OF THE INTERIOR', 'name': 'Interior Department', 'id': 253, 'url': 'https://www.federalregister.gov/agencies/interior-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/253.json', 'parent_id': None, 'slug': 'interior-department'}, {'raw_name': 'U.S. Geological Survey', 'name': 'Geological Survey', 'id': 212, 'url': 'https://www.federalregister.gov/agencies/geological-survey', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/212.json', 'parent_id': 253, 'slug': 'geological-survey'}]","['Interior Department', 'Geological Survey']",,2014-09-12,,,Agency Information Collection Activities: Request for Comments,[],Notice,Data Analytics
2014-21240,"In accordance with the requirements of the Privacy Act of 1974, as amended; the Improper Payments Elimination and Recovery Improvement Act of 2012, Public Law (Pub. L.) 112-248, 126 Stat. 2390 (31 U.S.C. 3321 (note)); and OMB Memorandum M-13-20 (Protecting Privacy while Reducing Improper Payments with the Do Not Pay Initiative), this notice announces the establishment of a CMP that CMS plans to conduct with the Bureau of the Fiscal Service (Fiscal Service), Department of Treasury.",Notice of Computer Matching Program (CMP).,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2014-09-08,,,Privacy Act of 1974,[],Notice,Data Analytics
2014-18335,"This final rule updates the payment rates used under the prospective payment system (PPS) for skilled nursing facilities (SNFs) for fiscal year (FY) 2015. In addition, it adopts the most recent Office of Management and Budget (OMB) statistical area delineations to identify a facility's urban or rural status for the purpose of determining which set of rate tables will apply to the facility, and to determine the SNF PPS wage index including a 1-year transition with a blended wage index for all providers for FY 2015. This final rule also contains a revision to policies related to the Change of Therapy (COT) Other Medicare Required Assessment (OMRA). This final rule includes a discussion of a provision related to the Affordable Care Act involving Civil Money Penalties. Finally, this final rule discusses the SNF therapy payment research currently underway within CMS, observed trends related to therapy utilization among SNF providers, and the agency's commitment to accelerating health information exchange in SNFs.",Final rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2014-08-05,True,,Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities for FY 2015,"['Administrative practice and procedure', 'Health facilities', 'Medicare', 'Reporting and recordkeeping requirements']",Rule,Data Analytics
2014-16817,"GSA is proposing to amend the Federal Management Regulation (FMR) to recommend that agencies annually submit a Federal Transportation Summary for prior fiscal year transportation activities for freight and cargo, including household goods (HHG). Every process improvement effort relies on data to provide a factual basis for making decisions. Data collection improves decision-making by helping to focus on objective information rather than subjective opinions. Agencies that choose to report will submit a Federal Transportation Summary through a Web-based tool named the Federal Interagency Transportation System (FITS). Reported items include agencies' data on transportation management, training, and shipments/expenditures by procurement method, spending, environmental/sustainable factors and shipping profile. This proposed rule, if adopted, will provide GSA the summary data necessary for analysis, which will assist GSA in developing enhanced Governmentwide transportation policies to make transportation management programs more efficient, cost-effective, and sustainable.",Proposed rule.,"[{'raw_name': 'GENERAL SERVICES ADMINISTRATION', 'name': 'General Services Administration', 'id': 210, 'url': 'https://www.federalregister.gov/agencies/general-services-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/210.json', 'parent_id': None, 'slug': 'general-services-administration'}]",['General Services Administration'],,2014-07-17,False,,Federal Management Regulation (FMR); Transportation Management; Transportation Reporting,[],Proposed Rule,Data Analytics
2014-13961,,,"[{'raw_name': 'EXECUTIVE OFFICE OF THE PRESIDENT', 'name': 'Executive Office of the President', 'id': 538, 'url': 'https://www.federalregister.gov/agencies/executive-office-of-the-president', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/538.json', 'parent_id': None, 'slug': 'executive-office-of-the-president'}]",['Executive Office of the President'],,2014-06-12,,Memorandum,Helping Struggling Federal Student Loan Borrowers Manage Their Debt,[],Presidential Document,Data Analytics
2014-13195,The National Telecommunications and Information Administration (``NTIA'') is requesting comment on ``big data'' developments and how they impact the Consumer Privacy Bill of Rights.,Request for Public Comment.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Telecommunications and Information Administration', 'name': 'National Telecommunications and Information Administration', 'id': 373, 'url': 'https://www.federalregister.gov/agencies/national-telecommunications-and-information-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/373.json', 'parent_id': 54, 'slug': 'national-telecommunications-and-information-administration'}]","['Commerce Department', 'National Telecommunications and Information Administration']",,2014-06-06,False,,Big Data and Consumer Privacy in the Internet Economy,[],Notice,Data Analytics
2014-11734,The final rule will revise the Medicare Advantage (MA) program (Part C) regulations and prescription drug benefit program (Part D) regulations to implement statutory requirements; improve program efficiencies; and clarify program requirements. The final rule also includes several provisions designed to improve payment accuracy.,Final rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2014-05-23,True,,Medicare Program; Contract Year 2015 Policy and Technical Changes to the Medicare Advantage and the Medicare Prescription Drug Benefit Programs,"['Administrative practice and procedure', 'Emergency medical services', 'Grant programs-health', 'Health care', 'Health facilities', 'Health insurance', 'Health maintenance organizations (HMO)', 'Health professions', 'Loan programs-health', 'Medicare', 'Penalties', 'Privacy', 'Reporting and recordkeeping requirements']",Rule,Data Analytics
2014-11577,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2014-05-20,,,United States v. Bazaarvoice Inc.; Proposed Final Judgment and Competitive Impact Statement,[],Notice,Data Analytics
2014-10178,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Disease Control and Prevention', 'name': 'Centers for Disease Control and Prevention', 'id': 44, 'url': 'https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/44.json', 'parent_id': 221, 'slug': 'centers-for-disease-control-and-prevention'}]","['Health and Human Services Department', 'Centers for Disease Control and Prevention']",,2014-05-06,,,"Statement of Organization, Functions, and Delegations of Authority",[],Notice,Data Analytics
2014-04660,"On January 17, 2014, President Obama called for senior government officials to lead a comprehensive review of the ways in which ``big data'' will affect how Americans live and work, and the implications of collecting, analyzing and using such data for privacy, the economy, and public policy. The President requested that the review examine challenges confronted by both the public and private sectors; whether the United States can forge international norms on how to manage this data; and how we can continue to promote the free flow of information in ways that are consistent with both privacy and security. Once complete, the review will result in a report that anticipates future technological trends and frames the key questions that the collection, analysis, and use of ``big data'' raise for our government and nation. This notice solicits public input to inform this effort.",Notice of Request for Information.,"[{'raw_name': 'OFFICE OF SCIENCE AND TECHNOLOGY POLICY', 'name': 'Science and Technology Policy Office', 'id': 464, 'url': 'https://www.federalregister.gov/agencies/science-and-technology-policy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/464.json', 'parent_id': None, 'slug': 'science-and-technology-policy-office'}]",['Science and Technology Policy Office'],,2014-03-04,,,Government “Big Data”; Request for Information,[],Notice,Data Analytics
2013-30924,"In this final rule, the Office of Inspector General (OIG) amends the safe harbor regulation concerning electronic health records items and services, which defines certain conduct that is protected from liability under the Federal anti-kickback statute, section 1128B(b) of the Social Security Act (the Act). Amendments include updating the provision under which electronic health records software is deemed interoperable; removing the electronic prescribing capability requirement; extending the sunset provision until December 31, 2021; limiting the scope of protected donors to exclude laboratory companies; and clarifying the condition that prohibits a donor from taking any action to limit or restrict the use, compatibility, or interoperability of the donated items or services.",Final rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Office of Inspector General'}]","['Health and Human Services Department', 'Office of Inspector General']",,2013-12-27,False,,Medicare and State Health Care Programs: Fraud and Abuse; Electronic Health Records Safe Harbor Under the Anti-Kickback Statute,"['Administrative practice and procedure', 'Fraud', 'Grant programs-health', 'Health facilities', 'Health professions', 'Maternal and child health', 'Medicaid', 'Medicare', 'Social security']",Rule,Data Analytics
2013-30923,"This final rule revises the exception to the physician self- referral law that permits certain arrangements involving the donation of electronic health records items and services. Specifically, this final rule extends the expiration date of the exception to December 31, 2021, excludes laboratory companies from the types of entities that may donate electronic health records items and services, updates the provision under which electronic health records software is deemed interoperable, removes the electronic prescribing capability requirement, and clarifies the requirement prohibiting any action that limits or restricts the use, compatibility, or interoperability of donated items or services.",Final rule.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",2014-03-27,2013-12-27,True,,Medicare Program; Physicians' Referrals to Health Care Entities With Which They Have Financial Relationships: Exception for Certain Electronic Health Records Arrangements,"['Kidney diseases', 'Medicare', 'Reporting and recordkeeping requirements']",Rule,Data Analytics
2013-29724,"This document announces U.S. Customs and Border Protection's (CBP's) plan to conduct a National Customs Automation Program (NCAP) test concerning transmission of electronic filings of certain Environmental Protection Agency (EPA) and the U.S. Department of Agriculture, Food Safety and Inspection Service (FSIS) import data to CBP for commodities regulated by these agencies. The test will involve using the Automated Commercial Environment (ACE) Partner Government Agency (PGA) Message Set and the Automated Broker Interface (ABI) to transmit the data. PGA Message Set data may be submitted only for certain entries filed at certain ports. This test is in furtherance of key CBP International Trade Data System (ITDS) initiatives as provided in the Security and Accountability for Every Port Act (SAFE) of 2006 to achieve the vision of ACE as the ``single window'' for the Government and trade community by automating and enhancing the interaction between international trade partners, CBP, and PGAs by facilitating electronic collection, processing, sharing, and review of trade data and documents required by Federal agencies during the cargo import and export process. The initiatives will significantly increase efficiency and reduce costs over the manual, paper-based interactions that have been in place. The PGA Message Set will improve communication between agencies and filers regarding imports and when applicable, will allow test participants to submit the required data once rather than submitting data separately to each agency, resulting in quicker processing. During this test, participants will collaborate with CBP, EPA, and FSIS to examine the effectiveness of the ``single window'' capability. This notice invites public comment concerning the test program, provides legal authority for the test, explains the purpose of the test and the test participant responsibilities, identifies the regulation that will be waived under the test, provides the eligibility and selection criteria for participation in the test, provides a link to a list of ports that are accepting PGA Message Set data under this test, explains the application process, and determines the duration of the test. This document also explains the repercussions and appeals process for misconduct under the test.",General notice.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'U.S. Customs and Border Protection', 'name': 'U.S. Customs and Border Protection', 'id': 501, 'url': 'https://www.federalregister.gov/agencies/u-s-customs-and-border-protection', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/501.json', 'parent_id': 227, 'slug': 'u-s-customs-and-border-protection'}]","['Homeland Security Department', 'U.S. Customs and Border Protection']",,2013-12-13,,,National Customs Automation Program (NCAP) Test Concerning the Submission of Certain Data Required by the Environmental Protection Agency and the Food Safety and Inspection Service Using the Partner Government Agency Message Set Through the Automated Commercial Environment (ACE),[],Notice,Data Analytics
2013-29422,"This notice outlines a competition to designate up to 12 communities as manufacturing communities (Manufacturing Communities) through the Investing in Manufacturing Communities Partnership (IMCP), including proposal submission requirements and instructions, and eligibility and selection criteria that will be used to evaluate proposals. Manufacturing Communities will receive preference for a range of future Federal economic development funding and technical assistance offered by IMCP participating agencies. Some Manufacturing Communities, as discussed in the Supplementary Information section of this notice and subject to the availability of funds, may receive financial assistance awards from IMCP participating agencies to assist in cultivating an environment for businesses to create well-paying manufacturing jobs in regions across the country.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Economic Development Administration', 'name': 'Economic Development Administration', 'id': 120, 'url': 'https://www.federalregister.gov/agencies/economic-development-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/120.json', 'parent_id': 54, 'slug': 'economic-development-administration'}]","['Commerce Department', 'Economic Development Administration']",,2013-12-10,,,"Announcement of Federal Interagency Competition, Fiscal Year 2014 Investing in Manufacturing Communities Partnership",[],Notice,Data Analytics
2013-29669,,,"[{'raw_name': 'EXECUTIVE OFFICE OF THE PRESIDENT', 'name': 'Executive Office of the President', 'id': 538, 'url': 'https://www.federalregister.gov/agencies/executive-office-of-the-president', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/538.json', 'parent_id': None, 'slug': 'executive-office-of-the-president'}]",['Executive Office of the President'],,2013-12-10,,Memorandum,Federal Leadership on Energy Management,[],Presidential Document,Data Analytics
2013-24219,"The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including any of the following subjects: (1) The necessity and utility of the proposed information collection for the proper performance of the agency's functions; (2) the accuracy of the estimated burden; (3) ways to enhance the quality, utility, and clarity of the information to be collected; and (4) the use of automated collection techniques or other forms of information technology to minimize the information collection burden.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2013-10-04,,,Agency Information Collection Activities: Submission for OMB Review; Comment Request,[],Notice,Data Analytics
2013-24107,"Statement of organization, functions, and delegations of authority. The Administration for Children and Families (ACF) has reorganized the Office of Child Support Enforcement (OCSE). This reorganization realigns the functions of the Office of Child Support Enforcement. It eliminates the Office of Automation and Program Operations and moves the functions to the Division of Federal Systems. It also eliminates the Division of Special Staffs and moves the functions to the Division of Program Innovation and the Division of Regional Operations. Additionally, it creates the Division of Regional Operations. There are several Division name changes that are as follows: The Division of Management Services to the Division of Business and Resource Management; the Division of Consumer Services to the Division of Customer Communications; the Division of Planning, Research and Evaluation to the Division of Performance and Statistical Analysis; the Division of Policy to the Division of Policy and Training; and the Division of State, Tribal and Local Assistance to the Division of Program Innovation.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Administration for Children and Families', 'name': 'Children and Families Administration', 'id': 49, 'url': 'https://www.federalregister.gov/agencies/children-and-families-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/49.json', 'parent_id': 221, 'slug': 'children-and-families-administration'}]","['Health and Human Services Department', 'Children and Families Administration']",,2013-10-02,,,"Statement of Organization, Functions, and Delegations of Authority",[],Notice,Data Analytics
2013-17985,"The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (the PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information (including each proposed extension or reinstatement of an existing collection of information) and to allow 60 days for public comment on the proposed action. Interested persons are invited to send comments regarding our burden estimates or any other aspect of this collection of information, including any of the following subjects: (1) The necessity and utility of the proposed information collection for the proper performance of the agency's functions; (2) the accuracy of the estimated burden; (3) ways to enhance the quality, utility, and clarity of the information to be collected; and (4) the use of automated collection techniques or other forms of information technology to minimize the information collection burden.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",,2013-07-26,,,Agency Information Collection Activities: Proposed Collection; Comment Request,[],Notice,Data Analytics
2013-14746,Federal Request for Information (RFI) on Big Data high-impact collaborations and areas for expanded collaboration between the public and private sectors.,Notice.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2013-06-21,,,Making the Most of Big Data: Request for Information,[],Notice,Data Analytics
2013-13476,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2013-06-06,,,National Committee on Vital and Health Statistics: Meeting Standards Subcommittee,[],Notice,Data Analytics
2013-07385,"The Food Safety and Inspection Service (FSIS) is announcing the availability of and requesting comments on a draft compliance guide for U.S. importers and brokers on the electronic filing of import inspection applications for certain meat, poultry, and egg products through the Automated Commercial Environment (ACE). ACE is the Web- based portal for the collection and use of international trade data maintained by U.S. Customs and Border Protection (CBP). FSIS is also announcing a pilot program intended to test the transfer of data from the Participating Government Agency (PGA) Message Set in ACE to FSIS's Web-based data analytics system, the Public Health Information System (PHIS). The PGA Message Set is the data that CBP will collect electronically from U.S. importers and brokers from PGAs. This data will enable agencies to make decisions about which products can come into the U.S. without the multiple paper forms currently used. FSIS encourages U.S. importers and brokers to review the draft compliance guide and, if they are interested, to request participation in FSIS's pilot program. The Agency will consider all comments submitted and will revise the draft compliance guide as necessary.",Notice and request for comments.,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Food Safety and Inspection Service', 'name': 'Food Safety and Inspection Service', 'id': 201, 'url': 'https://www.federalregister.gov/agencies/food-safety-and-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/201.json', 'parent_id': 12, 'slug': 'food-safety-and-inspection-service'}]","['Agriculture Department', 'Food Safety and Inspection Service']",,2013-03-29,,,"Electronic Filing of Import Inspection Applications for Meat, Poultry, and Egg Products: Availability of Draft Compliance Guide and PGA Message Set Pilot Program",[],Notice,Data Analytics
2013-01511,"The Food Safety and Inspection Service (FSIS) is describing the new methodology it is employing to conduct ongoing equivalence verifications of the regulatory systems of countries that export meat, poultry, or processed egg products to the United States. FSIS uses a three-part approach that includes: (1) Document reviews, (2) on-site system audits, and (3) port-of-entry (POE) reinspections. FSIS conducts document reviews at least yearly. FSIS conducts on-site system audits at least once every three years. FSIS determines the scope and frequency of on-site systems audits and POE reinspections through analysis of the results of its document reviews and an assessment of a country's performance. This performance-based approach allows FSIS to direct its resources to foreign food regulatory systems that pose greater risk to public health compared to others; make its international program more consistent with its domestic inspection system; and improve the linkage between POE reinspections and on-site audits. As a result, FSIS is able to effectively prevent unsafe imports from entering this country.",Notice.,"[{'raw_name': 'DEPARTMENT OF AGRICULTURE', 'name': 'Agriculture Department', 'id': 12, 'url': 'https://www.federalregister.gov/agencies/agriculture-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/12.json', 'parent_id': None, 'slug': 'agriculture-department'}, {'raw_name': 'Food Safety and Inspection Service', 'name': 'Food Safety and Inspection Service', 'id': 201, 'url': 'https://www.federalregister.gov/agencies/food-safety-and-inspection-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/201.json', 'parent_id': 12, 'slug': 'food-safety-and-inspection-service'}]","['Agriculture Department', 'Food Safety and Inspection Service']",,2013-01-25,,,Ongoing Equivalence Verifications of Foreign Food Regulatory Systems,[],Notice,Data Analytics
2012-26283,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Disease Control and Prevention', 'name': 'Centers for Disease Control and Prevention', 'id': 44, 'url': 'https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/44.json', 'parent_id': 221, 'slug': 'centers-for-disease-control-and-prevention'}]","['Health and Human Services Department', 'Centers for Disease Control and Prevention']",,2012-10-26,,,"Statement of Organization, Functions, and Delegations of Authority",[],Notice,Data Analytics
2012-17991,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Disease Control and Prevention', 'name': 'Centers for Disease Control and Prevention', 'id': 44, 'url': 'https://www.federalregister.gov/agencies/centers-for-disease-control-and-prevention', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/44.json', 'parent_id': 221, 'slug': 'centers-for-disease-control-and-prevention'}]","['Health and Human Services Department', 'Centers for Disease Control and Prevention']",,2012-07-26,,,"Statement of Organization, Functions, and Delegations of Authority",[],Notice,Data Analytics
