document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2014-24137,"This is a correction to the previous submission published on October 2, 2014, at 79 FR 59520. The changes are limited to the insertion of links to various documents referenced within this notice. For additional information and supporting information please see the NITRD Web site, www.nitrd.gov. This request encourages feedback from multiple big data stakeholders to inform the development of a framework, set of priorities, and ultimately a strategic plan for the National Big Data R&D Initiative. A number of areas of interest have been identified by agency representatives in the Networking and Information Technology Research and Development (NITRD) Big Data Senior Steering Group (BDSSG) as well as the many members of the big data R&D community that have participated in BDSSG events and workshops over the past several years. This RFI is a critical step in developing a cross- agency strategic plan that has broad community input and that can be referenced by all Federal agencies as they move forward over the next five to ten years with their own big data R&D programs, policies, partnerships, and activities.",,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-10-09,,,Request for Input (RFI)-National Big Data R&D Initiative; Correction,[],Notice,Big Data
2014-23664,"Pursuant to Section 10(a) of the Federal Advisory Committee Act, U.S.C. Appendix 2, notice is hereby given that the Secretary's Advisory Committee on Human Research Protections (SACHRP) will hold a meeting that will be open to the public. Information about SACHRP and the full meeting agenda will be posted on the SACHRP Web site at: http://www.dhhs.gov/ohrp/sachrp/mtgings/index.html.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2014-10-03,,,Meeting of the Secretary's Advisory Committee on Human Research Protections,[],Notice,Big Data
2014-23591,,,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-10-03,,,Notice of Meeting of the Advisory Committee for Education and Human Resources,[],Notice,Big Data
2014-23444,"This request encourages feedback from multiple big data stakeholders to inform the development of a framework, set of priorities, and ultimately a strategic plan for the National Big Data R&D Initiative. A number of areas of interest have been identified by agency representatives in the Networking and Information Technology Research and Development (NITRD) Big Data Senior Steering Group (BDSSG) as well as the many members of the big data R&D community that have participated in BDSSG events and workshops over the past several years. This RFI is a critical step in developing a cross-agency strategic plan that has broad community input and that can be referenced by all Federal agencies as they move forward over the next five to ten years with their own big data R&D programs, policies, partnerships, and activities.",Request for Input (RFI).,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-10-02,,,"National Big Data R and D Initiative; Framework, Priorities, and Strategic Plan",[],Notice,Big Data
2014-23035,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2014-09-29,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2014-22891,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2014-10-20,2014-09-26,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2014-22239,"Agencies of the Federal Networking and Information Technology Research and Development (NITRD) Program are planning to develop a joint National Privacy Research Strategy. On behalf of the agencies, the Cyber Security and Information Assurance Research and Development Senior Steering Group seeks public input on the vital privacy objectives that should be considered for the goals of the strategy. The National Privacy Research Strategy will be used to guide federally- funded privacy research and provide a framework for coordinating research and development in privacy-enhancing technologies.",Notice.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-09-18,,,Request for Information (RFI)-National Privacy Research Strategy,[],Notice,Big Data
2014-20806,"NSF seeks input from stakeholders across academia, state and local government, industry, non-profits, and others across all parts of the Big Data innovation ecosystem on the formation of new Big Data Regional Innovation Hubs.",Notice and request for comments on accelerating the Big Data innovation ecosystem.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2014-09-03,,,Accelerating the Big Data Innovation Ecosystem; Notice and Request for Comment,[],Notice,Big Data
2014-20385,"The National Institutes of Health (NIH) announces the final Genomic Data Sharing (GDS) Policy that promotes sharing, for research purposes, of large-scale human and non-human genomic \1\ data generated from NIH-funded research. A summary of public comments on the draft GDS Policy and the NIH responses are also provided.",,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2014-08-28,,,Final NIH Genomic Data Sharing Policy,[],Notice,Big Data
2014-19674,"The Bureau of the Census (U.S. Census Bureau) is giving notice of a meeting of the Census Scientific Advisory Committee (C-SAC). The C-SAC will meet in a plenary session from September 18-19, 2014. The Committee will address policy, research, and technical issues relating to a full range of Census Bureau programs and activities, including communications, decennial, demographic, economic, field operations, geographic, information technology, and statistics. Last minute changes to the agenda are possible, which could prevent giving advance public notice of schedule adjustments.",Notice of public meeting.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of the Census', 'name': 'Census Bureau', 'id': 42, 'url': 'https://www.federalregister.gov/agencies/census-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/42.json', 'parent_id': 54, 'slug': 'census-bureau'}]","['Commerce Department', 'Census Bureau']",,2014-08-20,,,Census Scientific Advisory Committee,[],Notice,Big Data
2014-19358,"The DHS Data Privacy and Integrity Advisory Committee will meet on September 22, 2014, in Washington, DC. The meeting will be open to the public.",Committee Management; Notice of Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}, {'raw_name': 'Office of the Secretary'}]","['Homeland Security Department', 'Office of the Secretary']",,2014-08-15,,,DHS Data Privacy and Integrity Advisory Committee,[],Notice,Big Data
2014-17761,"The Office of Science and Technology Policy and the National Economic Council request public comments to provide input into an upcoming update of the Strategy for American Innovation, which helps to guide the Administration's efforts to promote lasting economic growth and competitiveness through policies that support transformative American innovation in products, processes, and services and spur new fundamental discoveries that in the long run lead to growing economic prosperity and rising living standards. These efforts include policies to promote critical components of the American innovation ecosystem, including scientific research and development (R&D), technical workforce, entrepreneurship, technology commercialization, advanced manufacturing, and others. The strategy also provides an important framework to channel these Federal investments in innovation capacity towards innovative activity for specific national priorities. The public input provided through this notice will inform the deliberations of the National Economic Council and the Office of Science and Technology Policy, which are together responsible for publishing an updated Strategy for American Innovation.",Notice of Request for Information.,"[{'raw_name': 'OFFICE OF SCIENCE AND TECHNOLOGY POLICY', 'name': 'Science and Technology Policy Office', 'id': 464, 'url': 'https://www.federalregister.gov/agencies/science-and-technology-policy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/464.json', 'parent_id': None, 'slug': 'science-and-technology-policy-office'}, {'raw_name': 'National Economic Council', 'name': 'National Economic Council', 'id': 340, 'url': 'https://www.federalregister.gov/agencies/national-economic-council', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/340.json', 'parent_id': None, 'slug': 'national-economic-council'}]","['Science and Technology Policy Office', 'National Economic Council']",,2014-07-29,,,Strategy for American Innovation,[],Notice,Big Data
2014-17398,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2014-07-24,,,"Self-Regulatory Organizations; NYSE Arca, Inc.; Order Granting Approval of Proposed Rule Change To List and Trade Shares of the ARK Innovation ETF, ARK Genomic Revolution ETF, ARK Industrial Innovation ETF, and ARK Web x.0 ETF Under NYSE Arca Equities Rule 8.600",[],Notice,Big Data
2014-16685,"This notice announces an open meeting of the Basic Energy Sciences Advisory Committee (BESAC). The Federal Advisory Committee Act (Pub. L. 92-463, 86 Stat. 770) requires that public notice of these meetings be announced in the Federal Register.",Notice of open meeting.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2014-07-16,,,Basic Energy Sciences Advisory Committee,[],Notice,Big Data
2014-15593,"Pursuant to Section 10(a) of the Federal Advisory Committee Act, U.S.C. Appendix 2, notice is hereby given that the Secretary's Advisory Committee on Human Research Protections (SACHRP) will hold a meeting that will be open to the public. Information about SACHRP and the full meeting agenda will be posted on the SACHRP Web site at: http://www.dhhs.gov/ohrp/sachrp/mtgings/index.html.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2014-07-03,,,Meeting of the Secretary's Advisory Committee on Human Research Protections,[],Notice,Big Data
2014-13458,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2014-06-10,,,"Self-Regulatory Organizations; NYSE Arca, Inc.; Notice of Filing of Proposed Rule Change To List and Trade Shares of the ARK Innovation ETF, ARK Genomic Revolution ETF, ARK Industrial Innovation ETF, and ARK Web x.0 ETF Under NYSE Arca Equities Rule 8.600",[],Notice,Big Data
2014-13195,The National Telecommunications and Information Administration (``NTIA'') is requesting comment on ``big data'' developments and how they impact the Consumer Privacy Bill of Rights.,Request for Public Comment.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Telecommunications and Information Administration', 'name': 'National Telecommunications and Information Administration', 'id': 373, 'url': 'https://www.federalregister.gov/agencies/national-telecommunications-and-information-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/373.json', 'parent_id': 54, 'slug': 'national-telecommunications-and-information-administration'}]","['Commerce Department', 'National Telecommunications and Information Administration']",,2014-06-06,False,,Big Data and Consumer Privacy in the Internet Economy,[],Notice,Big Data
2014-11979,,,"[{'raw_name': 'DEPARTMENT OF LABOR', 'name': 'Labor Department', 'id': 271, 'url': 'https://www.federalregister.gov/agencies/labor-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/271.json', 'parent_id': None, 'slug': 'labor-department'}, {'raw_name': 'Bureau of Labor Statistics', 'name': 'Labor Statistics Bureau', 'id': 272, 'url': 'https://www.federalregister.gov/agencies/labor-statistics-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/272.json', 'parent_id': 271, 'slug': 'labor-statistics-bureau'}]","['Labor Department', 'Labor Statistics Bureau']",,2014-05-23,,,Bureau of Labor Statistics Technical Advisory Committee; Notice of Meeting and Agenda,[],Notice,Big Data
2014-11338,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2014-05-16,,,Notice Pursuant to the National Cooperative Research and Production Act of 1993-Telemanagement Forum,[],Notice,Big Data
2014-08632,"This notice sets forth the schedule and summary agenda for a conference call of the President's Council of Advisors on Science and Technology (PCAST), and describes the functions of the Council. Notice of this meeting is required under the Federal Advisory Committee Act (FACA), 5 U.S.C., App. 2. The purpose of this conference call is to discuss PCAST's big data and privacy report.",Notice of Open Teleconference.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2014-04-16,,,President's Council of Advisors on Science and Technology,[],Notice,Big Data
2014-06197,"This notice sets forth the schedule and summary agenda for a partially closed meeting of the President's Council of Advisors on Science and Technology (PCAST), and describes the functions of the Council. Notice of this meeting is required under the Federal Advisory Committee Act (FACA), 5 U.S.C. App. 2.",Notice of partially-closed meeting.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2014-03-21,,,President's Council of Advisors on Science and Technology Meeting,[],Notice,Big Data
2014-04660,"On January 17, 2014, President Obama called for senior government officials to lead a comprehensive review of the ways in which ``big data'' will affect how Americans live and work, and the implications of collecting, analyzing and using such data for privacy, the economy, and public policy. The President requested that the review examine challenges confronted by both the public and private sectors; whether the United States can forge international norms on how to manage this data; and how we can continue to promote the free flow of information in ways that are consistent with both privacy and security. Once complete, the review will result in a report that anticipates future technological trends and frames the key questions that the collection, analysis, and use of ``big data'' raise for our government and nation. This notice solicits public input to inform this effort.",Notice of Request for Information.,"[{'raw_name': 'OFFICE OF SCIENCE AND TECHNOLOGY POLICY', 'name': 'Science and Technology Policy Office', 'id': 464, 'url': 'https://www.federalregister.gov/agencies/science-and-technology-policy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/464.json', 'parent_id': None, 'slug': 'science-and-technology-policy-office'}]",['Science and Technology Policy Office'],,2014-03-04,,,Government “Big Data”; Request for Information,[],Notice,Big Data
2014-03126,"The Office of the National Coordinator for Health Information Technology (ONC) is seeking nominations to the Health Information Technology Standards Committee (HITSC) and Health Information Technology Policy Committee (HITPC). Name of Committees: HIT Standards Committee and HIT Policy Committee. General Function of the Committees: The HITSC is charged to provide recommendations to the National Coordinator on standards, implementation specifications, and certification criteria for the electronic exchange and use of health information for purposes of adoption, consistent with the implementation of the Federal Health IT Strategic Plan, and in accordance with policies developed by the HIT Policy Committee. The HITPC is charged to provide recommendations to the National Coordinator on a policy framework for the development and adoption of a nationwide health information technology infrastructure that permits the electronic exchange and use of health information as is consistent with the Federal Health IT Strategic Plan and that includes recommendations on the areas in which standards, implementation specifications, and certification criteria are needed. Date and Time: Nominations must be received by 12:00 p.m. on Monday, March 3, 2014. Contact Person: Michelle Consolazio, Office of the National Coordinator, HHS, 355 E Street SW., Washington, DC 20024, phone: 781- 710-0786, email: michelle.consolazio@hhs.gov. Background: The HIT Standards Committee was established under the American Recovery and Reinvestment Act 2009 (ARRA) (Pub. L. 111-5), section 13101, new Section 3003. Members of the HIT Standards Committee are appointed by the Secretary, HHS and shall at least reflect providers, ancillary healthcare workers, consumers, purchasers, health plans, technology vendors, researchers, relevant Federal agencies, and individuals with technical expertise on health care quality, privacy and security, and on the electronic exchange and use of health information. Nominees of the HITSC should have experience promoting the meaningful use of health information technology and be knowledgeable in areas such as: small innovative health care providers, providers participating in payment reform initiatives, accountable care organizations, pharmacists, behavioral health professionals, home health care, purchaser or employer representatives, patient safety, health information technology security, big data, consumer e-health, personal health records, and mobile health applications. The HIT Policy Committee was established under the American Recovery and Reinvestment Act 2009 (ARRA) (Pub. L. 111-5), section 13101, new Section 3002. Members of the HIT Policy Committee are appointed in the following manner: 3 members appointed by the Secretary, HHS; 4 members appointed by Congress; 13 members appointed by the Comptroller General of the United States; and other federal members appointed by the President. Nominations are being accepted for one of the three members appointed by the Secretary of HHS. Nominees of the HITPC should have experience promoting the meaningful use of health information technology and be knowledgeable in privacy and security issues related to health information. Members will be selected in order to achieve a balanced representation of viewpoints, areas of experience, subject matter expertise, and representation of the health care system. Terms will be three (3) years from the appointment date to either the HITSC or HITPC. Members on both Committees serve without pay. However, members will be provided per diem and travel costs for Committee services. The HITSC will be seeking nominations for the following areas of expertise:",Call for Nominations.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2014-02-13,,,HIT Standards Committee and HIT Policy Committee; Call for Nominations,[],Notice,Big Data
2014-00865,"This notice sets forth the schedule and summary agenda for a partially closed meeting of the President's Council of Advisors on Science and Technology (PCAST), and describes the functions of the Council. Notice of this meeting is required under the Federal Advisory Committee Act (FACA), 5 U.S.C. App. 2.",Notice of meeting.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],2014-01-31,2014-01-17,,,President's Council of Advisors on Science and Technology Meeting,[],Notice,Big Data
2013-31598,"The Department of Commerce, International Trade Administration (ITA), is requesting nominations to fill vacancies on the Advisory Committee on Supply Chain Competitiveness (Committee). The Committee was established under the Federal Advisory Committee Act, 5 U.S.C. App. The Committee was first chartered on November 21, 2011. The Department of Commerce rechartered the Committee for another two-year term beginning on November 20, 2013, with modifications to the charter to clarify the scope of issues on which the Committee advises the Secretary, including supply chain competitiveness issues related to trade programs, freight movement and policy, information and data systems associated with system performance measurement, regulatory issues, and infrastructure finance, and to increase the maximum membership from 40 to 45 members. The Committee advises the Secretary on the necessary elements of a comprehensive policy approach to supply chain competitiveness designed to support U.S. export growth and national economic competitiveness, encourage innovation, facilitate the movement of goods, and improve the competitiveness of U.S. supply chains for goods and services in the domestic and global economy; and provides advice to the Secretary on regulatory policies and programs and investment priorities that affect the competitiveness of U.S. supply chains. The Department is seeking nominations to fill vacancies on the Committee.",Notice of an Opportunity To Apply for Membership on the Advisory Committee on Supply Chain Competitiveness.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'International Trade Administration', 'name': 'International Trade Administration', 'id': 261, 'url': 'https://www.federalregister.gov/agencies/international-trade-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/261.json', 'parent_id': 54, 'slug': 'international-trade-administration'}]","['Commerce Department', 'International Trade Administration']",,2014-01-07,,,Advisory Committee on Supply Chain Competitiveness Solicitation of Nominations for Membership,[],Notice,Big Data
2013-29422,"This notice outlines a competition to designate up to 12 communities as manufacturing communities (Manufacturing Communities) through the Investing in Manufacturing Communities Partnership (IMCP), including proposal submission requirements and instructions, and eligibility and selection criteria that will be used to evaluate proposals. Manufacturing Communities will receive preference for a range of future Federal economic development funding and technical assistance offered by IMCP participating agencies. Some Manufacturing Communities, as discussed in the Supplementary Information section of this notice and subject to the availability of funds, may receive financial assistance awards from IMCP participating agencies to assist in cultivating an environment for businesses to create well-paying manufacturing jobs in regions across the country.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Economic Development Administration', 'name': 'Economic Development Administration', 'id': 120, 'url': 'https://www.federalregister.gov/agencies/economic-development-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/120.json', 'parent_id': 54, 'slug': 'economic-development-administration'}]","['Commerce Department', 'Economic Development Administration']",,2013-12-10,,,"Announcement of Federal Interagency Competition, Fiscal Year 2014 Investing in Manufacturing Communities Partnership",[],Notice,Big Data
2013-28888,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration announce a meeting of the Information Technology Infrastructure Committee (ITIC) of the NASA Advisory Council (NAC).",Notice of Meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2013-12-03,,,NASA Advisory Council; Information Technology Infrastructure Committee; Meeting,[],Notice,Big Data
2013-27857,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2013-11-21,,,National Cancer Institute; Amended Notice of Meeting,[],Notice,Big Data
2013-24206,"This notice announces the public meeting of the Advisory Council on Alzheimer's Research, Care, and Services (Advisory Council). The Advisory Council on Alzheimer's Research, Care, and Services provides advice on how to prevent or reduce the burden of Alzheimer's disease and related dementias on people with the disease and their caregivers. During the October meeting, the Advisory Council will welcome new members and discuss the timeline for the 2014 recommendations. The subcommittees will discuss priorities and areas for recommendations. The Advisory Council will hear presentations on work underway to harness ``big data'' to address Alzheimer's research.",Notice of meeting.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2013-10-03,,,"Advisory Council on Alzheimer's Research, Care, and Services; Meeting",[],Notice,Big Data
2013-16081,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2013-07-29,2013-07-05,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2013-14746,Federal Request for Information (RFI) on Big Data high-impact collaborations and areas for expanded collaboration between the public and private sectors.,Notice.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2013-06-21,,,Making the Most of Big Data: Request for Information,[],Notice,Big Data
2013-13476,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2013-06-06,,,National Committee on Vital and Health Statistics: Meeting Standards Subcommittee,[],Notice,Big Data
