document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2018-04084,"The Information Security and Privacy Advisory Board (ISPAB) will meet Thursday, March 15, 2018 from 9:00 a.m. until 5:00 p.m., Eastern Time, and Friday, March 16, 2018 from 9:00 a.m. until 4:30 p.m. Eastern Time. All sessions will be open to the public.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Institute of Standards and Technology', 'name': 'National Institute of Standards and Technology', 'id': 352, 'url': 'https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/352.json', 'parent_id': 54, 'slug': 'national-institute-of-standards-and-technology'}]","['Commerce Department', 'National Institute of Standards and Technology']",,2018-02-28,,,Open Meeting of the Information Security and Privacy Advisory Board,[],Notice,Artificial Intelligence
2018-02435,The Legal Services Corporation (LSC) issues this Notice describing the process for submission of Letters of Intent to Apply for 2018 funding from the LSC Technology Initiative Grant program. This notice and application information are posted at: https://www.lsc.gov/ grants-grantee-resources/our-grant-programs/tig.,Notice.,"[{'raw_name': 'LEGAL SERVICES CORPORATION', 'name': 'Legal Services Corporation', 'id': 276, 'url': 'https://www.federalregister.gov/agencies/legal-services-corporation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/276.json', 'parent_id': None, 'slug': 'legal-services-corporation'}]",['Legal Services Corporation'],,2018-02-07,,,Request for Letters of Intent To Apply for 2018 Technology Initiative Grant Funding,[],Notice,Artificial Intelligence
2018-00671,"NHTSA seeks public comments to identify any regulatory barriers in the existing Federal Motor Vehicle Safety Standards (FMVSS) to the testing, compliance certification and compliance verification of motor vehicles with Automated Driving Systems (ADSs) and certain unconventional interior designs. NHTSA is focusing primarily, but not exclusively, on vehicles with ADSs that lack controls for a human driver; e.g., steering wheel, brake pedal or accelerator pedal. The absence of manual driving controls, and thus of a human driver, poses potential barriers to testing, compliance certification and compliance verification. For example, many of the FMVSS refer to the ``driver'' or ``driver's seating position'' in specifying where various vehicle features and systems need to be located so that they can be seen and/or used by a person sitting in that position. Further, the compliance test procedures of some FMVSS depend on the presence of such things as a human test driver who can follow instructions on test driving maneuvers or a steering wheel that can be used by an automated steering machine. NHTSA also seeks comments on the research that would be needed to determine how to amend the FMVSS in order to remove such barriers, while retaining those existing safety requirements that will be needed and appropriate for those vehicles. In all cases, the Agency's goal would be to ensure the maintenance of currently required levels of safety performance. These comments will aid the Agency in setting research priorities as well as inform its subsequent actions to lay a path for innovative vehicle designs and technologies that feature ADSs.",Request for comment (RFC).,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'National Highway Traffic Safety Administration', 'name': 'National Highway Traffic Safety Administration', 'id': 345, 'url': 'https://www.federalregister.gov/agencies/national-highway-traffic-safety-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/345.json', 'parent_id': 492, 'slug': 'national-highway-traffic-safety-administration'}]","['Transportation Department', 'National Highway Traffic Safety Administration']",,2018-01-18,,,Removing Regulatory Barriers for Vehicles With Automated Driving Systems,[],Proposed Rule,Artificial Intelligence
2017-28207,"Publication of the Unified Agenda of Regulatory and Deregulatory Actions and the Regulatory Plan represent key components of the regulatory planning mechanism prescribed in Executive Order 12866, ``Regulatory Planning and Review,'' Executive Order 13771, ``Reducing Regulation and Controlling Regulatory Costs,'' January 30, 2017, and Executive Order 13777, ``Enforcing the Regulatory Reform Agenda,'' February 24, 2017. The fall editions of the Unified Agenda include the agency regulatory plans required by E.O. 12866, which identify regulatory priorities and provide additional detail about the most important significant regulatory actions that agencies expect to take in the coming year. In addition, the Regulatory Flexibility Act requires that agencies publish semiannual ``regulatory flexibility agendas'' describing regulatory actions they are developing that will have significant effects on small businesses and other small entities (5 U.S.C. 602). The Unified Agenda of Regulatory and Deregulatory Actions (Unified Agenda), published in the fall and spring, helps agencies fulfill all of these requirements. All federal regulatory agencies have chosen to publish their regulatory agendas as part of this publication. The complete Unified Agenda and Regulatory Plan can be found online at http://www.reginfo.gov and a reduced print version can be found in the Federal Register. Information regarding obtaining printed copies can also be found on the Reginfo.gov website (or below, VI. How Can Users Get Copies of the Plan and the Agenda?). The fall 2017 Unified Agenda publication appearing in the Federal Register includes the Regulatory Plan and agency regulatory flexibility agendas, in accordance with the publication requirements of the Regulatory Flexibility Act. Agency regulatory flexibility agendas contain only those Agenda entries for rules that are likely to have a significant economic impact on a substantial number of small entities and entries that have been selected for periodic review under section 610 of the Regulatory Flexibility Act. The complete fall 2017 Unified Agenda contains the Regulatory Plans of 30 Federal agencies and 60 Federal agency regulatory agendas.",Introduction to the Regulatory Plan and the Unified Agenda of Federal Regulatory and Deregulatory Actions.,"[{'raw_name': 'REGULATORY INFORMATION SERVICE CENTER', 'name': 'Regulatory Information Service Center', 'id': 449, 'url': 'https://www.federalregister.gov/agencies/regulatory-information-service-center', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/449.json', 'parent_id': None, 'slug': 'regulatory-information-service-center'}]",['Regulatory Information Service Center'],,2018-01-12,,,Introduction to the Unified Agenda of Federal Regulatory and Deregulatory Actions-Fall 2017,[],Uncategorized Document,Artificial Intelligence
2017-18596,This notice announces a meeting of the Advanced Scientific Computing Advisory Committee (ASCAC). The Federal Advisory Committee Act requires that public notice of these meetings be announced in the Federal Register.,Notice of open meeting.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2017-09-01,,,Advanced Scientific Computing Advisory Committee,[],Notice,Artificial Intelligence
2017-14553,"Executive Order 13800, ``Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure'' (the ``Executive Order''), directs the Secretary of Commerce, in conjunction with the Secretary of Homeland Security, and in consultation with other Federal Departments and Agencies, to assess the scope and sufficiency of efforts to educate and train the American cybersecurity workforce of the future, including cybersecurity-related education curricula, training, and apprenticeship programs, from primary through higher education; and provide a report to the President with findings and recommendations regarding how to support the growth and sustainment of the Nation's cybersecurity workforce in both the public and private sectors. The National Institute of Standards and Technology (NIST) is seeking information on the scope and sufficiency of efforts to educate and train the Nation's cybersecurity workforce and recommendations for ways to support and improve that workforce in both the public and private sectors. Responses to this RFI--which will be posted at https://nist.gov/ nice/cybersecurityworkforce--will inform the assessment and report of the Secretaries of Commerce and Homeland Security to the President.",Notice; Request for Information (RFI).,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Institute of Standards and Technology', 'name': 'National Institute of Standards and Technology', 'id': 352, 'url': 'https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/352.json', 'parent_id': 54, 'slug': 'national-institute-of-standards-and-technology'}]","['Commerce Department', 'National Institute of Standards and Technology']",,2017-07-12,,,Strengthening the Cybersecurity of Federal Networks and Critical Infrastructure: Workforce Development,[],Notice,Artificial Intelligence
2017-11072,"With this notice, the Networking and Information Technology Research and Development (NITRD) National Coordination Office (NCO) requests comments from the public regarding the draft Federal Health Information Technology Research and Development Strategic Framework. The draft Strategic Framework is posted at: https://www.nitrd.gov/ drafts/HITRD_StrategicFramework_Draft.pdf.",Request for public comment.,"[{'raw_name': 'NATIONAL SCIENCE FOUNDATION', 'name': 'National Science Foundation', 'id': 366, 'url': 'https://www.federalregister.gov/agencies/national-science-foundation', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/366.json', 'parent_id': None, 'slug': 'national-science-foundation'}]",['National Science Foundation'],,2017-05-30,,,Health Information Technology Research and Development (HITRD) Interagency Working Group (IWG),[],Notice,Artificial Intelligence
2017-08009,,,"[{'raw_name': 'DEPARTMENT OF STATE', 'name': 'State Department', 'id': 476, 'url': 'https://www.federalregister.gov/agencies/state-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/476.json', 'parent_id': None, 'slug': 'state-department'}]",['State Department'],,2017-04-20,,,U.S. Advisory Commission on Public Diplomacy; Notice of Meeting,[],Notice,Artificial Intelligence
2017-03176,"The Food and Drug Administration (FDA) Cincinnati District, in co-sponsorship with Xavier University, is announcing a public conference entitled ``FDA/Xavier University PharmaLink Conference: Leadership in a Global Supply Chain.'' The PharmaLink conference seeks solutions to important and complicated issues by aligning with the strategic priorities of FDA, and includes presentations from key FDA officials and industry experts.",Notice of public conference.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2017-02-17,,,Food and Drug Administration/Xavier University PharmaLink Conference-Leadership in a Global Supply Chain,[],Notice,Artificial Intelligence
2017-02891,"Notice is hereby given of the following hearing of the U.S.- China Economic and Security Review Commission. The Commission is mandated by Congress to investigate, assess, and report to Congress annually on ``the national security implications of the economic relationship between the United States and the People's Republic of China.'' Pursuant to this mandate, the Commission will hold a public hearing in Washington, DC on February 23, 2017 on ``China's Advanced Weapons.''",Notice of open public hearing.,"[{'raw_name': 'U.S.-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION', 'name': 'U.S.-China Economic and Security Review Commission', 'id': 505, 'url': 'https://www.federalregister.gov/agencies/u-s-china-economic-and-security-review-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/505.json', 'parent_id': None, 'slug': 'u-s-china-economic-and-security-review-commission'}]",['U.S.-China Economic and Security Review Commission'],,2017-02-13,,,Notice of Open Public Hearing,[],Notice,Artificial Intelligence
2016-31577,The DoD is publishing this notice to announce the following Federal Advisory Committee Meeting of the Defense Innovation Board (``the Board''). This meeting is partially closed to the public.,Notice of Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Office of the Secretary'}]","['Defense Department', 'Office of the Secretary']",,2016-12-29,,,Defense Innovation Board: Notice of Federal Advisory Committee Meeting,[],Notice,Artificial Intelligence
2016-28190,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,2016-11-23,,,"Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing of Amendment No. 1 and Order Granting Accelerated Approval of a Proposed Rule Change, as Modified by Amendment No. 1, Relating to FINRA Rule 2232 (Customer Confirmations) To Require Members To Disclose Additional Pricing Information on Retail Customer Confirmations Relating to Transactions in Certain Fixed Income Securities",[],Notice,Artificial Intelligence
2016-27540,"The Department of Homeland Security (DHS) is amending its regulations related to certain employment-based immigrant and nonimmigrant visa programs. Specifically, the final rule provides various benefits to participants in those programs, including the following: improved processes and increased certainty for U.S. employers seeking to sponsor and retain immigrant and nonimmigrant workers; greater stability and job flexibility for those workers; and increased transparency and consistency in the application of DHS policy related to affected classifications. Many of these changes are primarily aimed at improving the ability of U.S. employers to hire and retain high-skilled workers who are beneficiaries of approved employment-based immigrant visa petitions and are waiting to become lawful permanent residents, while increasing the ability of those workers to seek promotions, accept lateral positions with current employers, change employers, or pursue other employment options.",Final rule.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}]",['Homeland Security Department'],2017-01-17,2016-11-18,False,,"Retention of EB-1, EB-2, and EB-3 Immigrant Workers and Program Improvements Affecting High-Skilled Nonimmigrant Workers","['Administrative practice and procedure', 'Adoption and foster care', 'Aliens', 'Cultural exchange programs', 'Employment', 'Foreign officials', 'Health professions', 'Immigration', 'Penalties', 'Reporting and recordkeeping requirements', 'Students']",Rule,Artificial Intelligence
2016-22585,The DoD is publishing this notice to announce the following Federal advisory committee meeting of the Defense Innovation Board (``the Board''). This meeting is partially closed to the public.,Notice of Federal Advisory Committee meeting.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Office of the Secretary'}]","['Defense Department', 'Office of the Secretary']",,2016-09-20,,,Defense Innovation Board; Notice of Federal Advisory Committee Meeting,[],Notice,Artificial Intelligence
2016-15082,"Artificial intelligence (AI) technologies offer great promise for creating new and innovative products, growing the economy, and advancing national priorities in areas such as education, mental and physical health, addressing climate change, and more. Like any transformative technology, however, AI carries risks and presents complex policy challenges along a number of different fronts. The Office of Science and Technology Policy (OSTP) is interested in developing a view of AI across all sectors for the purpose of recommending directions for research and determining challenges and opportunities in this field. The views of the American people, including stakeholders such as consumers, academic and industry researchers, private companies, and charitable foundations, are important to inform an understanding of current and future needs for AI in diverse fields. The purpose of this RFI is to solicit feedback on overarching questions in AI, including AI research and the tools, technologies, and training that are needed to answer these questions.",Notice of Request for Information.,"[{'raw_name': 'OFFICE OF SCIENCE AND TECHNOLOGY POLICY', 'name': 'Science and Technology Policy Office', 'id': 464, 'url': 'https://www.federalregister.gov/agencies/science-and-technology-policy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/464.json', 'parent_id': None, 'slug': 'science-and-technology-policy-office'}]",['Science and Technology Policy Office'],,2016-06-27,,,Request for Information on Artificial Intelligence,[],Notice,Artificial Intelligence
2016-14175,"The National Technical Information Service (NTIS) requests proposals from interested for-profit, non-profit, or research performing service organizations to enter into a Joint Venture Partnership with NTIS to assist Federal agencies to develop and implement innovative ways to collect, connect, access, analyze, or use Federal data and data services.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Technical Information Service', 'name': 'National Technical Information Service', 'id': 372, 'url': 'https://www.federalregister.gov/agencies/national-technical-information-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/372.json', 'parent_id': 54, 'slug': 'national-technical-information-service'}]","['Commerce Department', 'National Technical Information Service']",,2016-06-15,,,Opportunity To Enter Into a Joint Venture With the National Technical Information Service for Data Innovation Support,[],Notice,Artificial Intelligence
2015-32666,"The Department of Homeland Security (DHS) is proposing to amend its regulations related to certain employment-based immigrant and nonimmigrant visa programs. The proposed amendments would provide various benefits to participants in those programs, including: Improved processes for U.S. employers seeking to sponsor and retain immigrant and nonimmigrant workers, greater stability and job flexibility for such workers, and increased transparency and consistency in the application of agency policy related to affected classifications. Many of these changes are primarily aimed at improving the ability of U.S. employers to hire and retain high-skilled workers who are beneficiaries of approved employment-based immigrant visa petitions and are waiting to become lawful permanent residents (LPRs), while increasing the ability of such workers to seek promotions, accept lateral positions with current employers, change employers, or pursue other employment options. First, DHS proposes to amend its regulations consistent with certain worker portability and other provisions in the American Competitiveness in the Twenty-first Century Act of 2000 (AC21), as amended, as well as the American Competitiveness and Workforce Improvement Act of 1998 (ACWIA). These proposed amendments would clarify and improve longstanding agency policies and procedures-- previously articulated in agency memoranda and precedent decisions-- implementing sections of AC21 and ACWIA related to certain foreign workers, including sections specific to workers who have been sponsored for LPR status by their employers. In so doing, the proposed rule would enhance consistency among agency adjudicators and provide a primary repository of governing rules for the regulated community. In addition, the proposed rule would clarify several interpretive questions raised by AC21 and ACWIA. Second, consistent with existing DHS authorities and the goals of AC21 and ACWIA, DHS proposes to amend its regulations governing certain employment-based immigrant and nonimmigrant visa programs to provide additional stability and flexibility to employers and workers in those programs. The proposed rule would, among other things: improve job portability for certain beneficiaries of approved employment-based immigrant visa petitions by limiting the grounds for automatic revocation of petition approval; further enhance job portability for such beneficiaries by increasing their ability to retain their priority dates for use with subsequently approved employment-based immigrant visa petitions; establish or extend grace periods for certain high- skilled nonimmigrant workers so that they may more easily maintain their nonimmigrant status when changing employment opportunities; and provide additional stability and flexibility to certain high-skilled workers by allowing those who are working in the United States in certain nonimmigrant statuses, are the beneficiaries of approved employment-based immigrant visa petitions, are subject to immigrant visa backlogs, and demonstrate compelling circumstances to independently apply for employment authorization for a limited period. These and other proposed changes would provide much needed flexibility to the beneficiaries of employment-based immigrant visa petitions, as well as the U.S. employers who employ and sponsor them for permanent residence. Finally, to provide additional certainty and stability to certain employment-authorized individuals and their U.S. employers, DHS is also proposing changes to its regulations governing the processing of applications for employment authorization to minimize the risk of any gaps in such authorization. These changes would provide for the automatic extension of the validity of certain Employment Authorization Documents (EADs or Forms I-766) for an interim period upon the timely filing of an application to renew such documents. At the same time, in light of national security and fraud concerns, DHS is proposing to remove regulations that provide a 90-day processing timeline for EAD applications and that require the issuance of interim EADs if processing extends beyond the 90-day mark.",Proposed rule.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}]",['Homeland Security Department'],,2015-12-31,False,,"Retention of EB-1, EB-2, and EB-3 Immigrant Workers and Program Improvements Affecting High-Skilled Nonimmigrant Workers","['Administrative practice and procedure', 'Adoption and foster care', 'Aliens', 'Cultural exchange programs', 'Employment', 'Foreign officials', 'Health professions', 'Immigration', 'Penalties', 'Reporting and recordkeeping requirements', 'Students']",Proposed Rule,Artificial Intelligence
2014-24041,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2014-10-09,,,"Notice Pursuant to the National Cooperative Research and Production Act of 1993-IMS Global Learning Consortium, Inc.",[],Notice,Artificial Intelligence
2014-00404,"The Office of Science and Technology Policy requests public comments to inform its policy development related to high-impact learning technologies. This Request for Information offers the opportunity for interested individuals and organizations to identify public and private actions that have the potential to accelerate the development, rigorous evaluation, and widespread adoption of high- impact learning technologies. The focus of this RFI is on the design and implementation of ``pull mechanisms'' for technologies that significantly improve a given learning outcome. Comments must be received by 11:59 p.m. on March 7, 2014, to be considered. In your comments, please reference the question to which you are responding.",,"[{'raw_name': 'OFFICE OF SCIENCE AND TECHNOLOGY POLICY', 'name': 'Science and Technology Policy Office', 'id': 464, 'url': 'https://www.federalregister.gov/agencies/science-and-technology-policy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/464.json', 'parent_id': None, 'slug': 'science-and-technology-policy-office'}]",['Science and Technology Policy Office'],,2014-01-13,,,Notice of Request for Information (RFI),[],Notice,Artificial Intelligence
2013-29824,,Notice.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2013-12-16,,,Applications for New Awards; National Institute on Disability and Rehabilitation Research-Small Business Innovation Research Program-Phase I,[],Notice,Artificial Intelligence
2012-15760,"The Commission announces appointment of members and chairperson to its Open Internet Advisory Committee (Committee). The Commission further announces the Committee's first meeting date, time, and agenda. The Committee was established to track and evaluate the effects of the Commission's Open Internet rules, and to provide any recommendations it deems appropriate to the Commission regarding policies and practices related to preserving the open Internet. The Committee will observe market developments regarding the freedom and openness of the Internet and will focus in particular on issues addressed in the Commission's Open Internet rules, such as transparency, reasonable network management practices, differences in treatment of fixed and mobile broadband services, specialized services, and technical standards.",Notice.,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161.json', 'parent_id': None, 'slug': 'federal-communications-commission'}]",['Federal Communications Commission'],,2012-06-28,,,Open Internet Advisory Committee,[],Notice,Artificial Intelligence
2012-11932,"The Food and Drug Administration (FDA) announces its intention to accept and consider a single source application for an award of a cooperative agreement to the World Health Organization (WHO) in support of collaborative efforts to advance innovative approaches to vaccine clinical trial design and to enhance the utilization of a range of pharmacovigilance tools as a means to further vaccine safety and potentially facilitate more rapid introduction of new vaccines. The goal of FDA's Center for Biologics Evaluation and Research (CBER) is to enhance technical collaboration and cooperation between FDA, WHO, and its Member States to facilitate strengthening regulatory capacity globally.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2012-05-16,,,Cooperative Agreement To Support Innovation in Vaccine Clinical Trial Design and Collaboration in Pharmacovigilance To Advance Global Access to Safe and Effective Vaccines,[],Notice,Artificial Intelligence
2011-31966,,Notice.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2011-12-13,,,Applications for New Awards; Small Business Innovation Research Program (SBIR)-Phase I,[],Notice,Artificial Intelligence
2010-31881,"The purpose of this RFI is to collect information relating to assessment technology standards. Toward that end, we are posing a series of questions to which we invite interested members of the public to respond. The Department anticipates making use of this information in the following ways. First of all, we expect to use this information to help determine the appropriate interoperability standards for assessments and related work developed under the Race to the Top Assessment (RTTA) program. Secondly, we expect to use this information to help us develop related standards-based programs. For example, we might, in the future, offer additional grants, contracts, or awards and some of those offerings may include similar interoperability requirements. This RFI may be used to help set the interoperability requirements for those offerings as well as the existing RTTA program. Under the RTTA program, the Department requires grantees to develop assessments that (see http://www2.ed.gov/programs/racetothetop- assessment/executive-summary.pdf, p. 78): ``5. Maximize the interoperability of assessments across technology platforms and the ability for States to switch their assessments from one technology platform to another by-- (a) Developing all assessment items to an industry-recognized open- licensed interoperability standard that is approved by the Department during the grant period, without non-standard extensions or additions; and (b) Producing all student-level data in a manner consistent with an industry-recognized open-licensed interoperability standard that is approved by the Department during the grant period.''",Notice of request for information to gather technical expertise pertaining to assessment technology standards.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2010-12-20,,,Assessment Technology Standards Request for Information (RFI),[],Notice,Artificial Intelligence
2010-31191,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2010-12-13,,,Office of Special Education and Rehabilitative Services Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovation Research Program (SBIR)-Phase I; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2011,[],Notice,Artificial Intelligence
2010-23006,"The United States Patent and Trademark Office (USPTO) is seeking public assistance in providing technical training to patent examiners within all technology centers. The Patent Examiner Technical Training Program (PETTP) is intended to provide scientists and experts as lecturers to patent examiners in order to update them on technical developments, the state of the art, emerging trends, maturing technologies, and recent innovations in their fields. Such guest lecturers must have relevant technical knowledge, as well as familiarity with prior art and industry practices/standards in areas of technology where such lectures would be beneficial.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'United States Patent and Trademark Office', 'name': 'Patent and Trademark Office', 'id': 402, 'url': 'https://www.federalregister.gov/agencies/patent-and-trademark-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/402.json', 'parent_id': 54, 'slug': 'patent-and-trademark-office'}]","['Commerce Department', 'Patent and Trademark Office']",,2010-09-15,,,Patent Examiner Technical Training Program,[],Notice,Artificial Intelligence
2010-482,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2010-01-13,,,Office of Special Education and Rehabilitative Services (OSERS); Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovation Research Program (SBIR)-Phase I; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2010,[],Notice,Artificial Intelligence
E9-9657,"The Exchange Visitor Skills List is a list of specialized knowledge and skills that are deemed necessary for the development of an exchange visitor's home country. It is used by Consular Officers to determine whether an exchange visitor applying for a J-visa is subject to Section 212(e) of the Immigration and Nationality Act, as amended.",Notice of Revised Exchange Visitor Skills List.,"[{'raw_name': 'DEPARTMENT OF STATE', 'name': 'State Department', 'id': 476, 'url': 'https://www.federalregister.gov/agencies/state-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/476.json', 'parent_id': None, 'slug': 'state-department'}]",['State Department'],2009-06-28,2009-04-30,,,2009 Revised Exchange Visitor Skills List,[],Notice,Artificial Intelligence
